isin,name,symbol,名称翻译,industry,xetr_industry,category,currency,exchangeId,exchange_degiro,exchange_mic_code,exchange,isShortable,feedQuality,feedQualitySecondary
DE0005190037,Bayerische Motoren Werke,BMW3,BMW VZ,Motor Vehicles,Automobile Manufacturers,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0005470306,CTS Eventim,EVD,,Movies/Entertainment,Movies & Entertainment,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000A1J5RX9,Telefonica Deutschland Holding,O2D,,Wireless Telecommunications,Wireless Communication,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0006632003,MorphoSys,MOR,,Biotechnology,Biotechnology,A,EUR,194,XET,XETR,Xetra,TRUE,CX,D15
DE0005313704,Carl Zeiss Meditec,AFX,,Medical Specialties,Medical Technology,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0005470405,LANXESS,LXS,,Chemicals: Major Diversified,"Chemicals, Specialty",C,EUR,194,XET,XETR,Xetra,TRUE,CX,D15
US0231351067,Amazon,AMZ,,Internet Retail,,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DE000TLX1005,Talanx,TLX,Talanx,Life/Health Insurance,Re-Insurance,C,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0005493365,Hypoport,HYQ,,Packaged Software,Diversified Financial,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000A2YN900,TeamViewer,1UD,,Packaged Software,Software,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000HLAG475,Hapag Lloyd,HLAG,赫伯罗特,Marine Shipping,Logistics,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000A12DM80,Scout24,G24,,Miscellaneous Commercial Services,Advertising,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0006070006,Hochtief,HOT,,Engineering & Construction,Construction & Engineering,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DE000A0LD6E6,Gerresheimer,GXI,,Containers/Packaging,Health Care,B,EUR,194,XET,XETR,Xetra,TRUE,CX,D15
GB0002875804,British American Tobacco,BMT,,Tobacco,,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0007664005,Volkswagen,VOW,大众,Motor Vehicles,Automobile Manufacturers,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
US02079K3059,Alphabet,ABEA,谷歌,Internet Software/Services,,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
US70450Y1038,PayPal Holdings,2PP,,Miscellaneous Commercial Services,,C,EUR,194,XET,XETR,Xetra,FALSE,D15,
US30303M1027,Meta Platforms,FB2A,,Internet Software/Services,,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DE000A0Z2ZZ5,freenet,FNTN,,Specialty Telecommunications,Wireless Communication,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0007010803,Rational,RAA,,Industrial Machinery,Industrial Products & Services,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000A0D6554,Nordex,NDX1,,Electrical Products,Renewable Energies,B,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DE0006048408,Henkel,HEN,汉高公司,Household/Personal Care,Personal Products,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DE0006452907,Nemetschek,NEM,,Packaged Software,Software,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
GB00BP6MXD84,Shell,R6C0,,Integrated Oil,Integrated Oil and Gas,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
NL0012044747,Shop Apotheke Europe,SAE,,Internet Retail,"Retail, Internet",D,EUR,194,XET,XETR,Xetra,FALSE,D15,
US09075V1026,BioNTech,22UA,,Biotechnology,,A,EUR,194,XET,XETR,Xetra,TRUE,CX,D15
DE000SHA0159,Schaeffler,SHA,,Auto Parts: OEM,Auto Parts & Equipment,B,EUR,194,XET,XETR,Xetra,TRUE,CX,D15
DE0006095003,Encavis,CAP,,Alternative Power Generation,Renewable Energies,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000FTG1111,flatexDEGIRO,FTK,,Investment Banks/Brokers,Securities Brokers,C,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0005773303,Fraport Frankfurt Airportrvices Worldwide,FRA,法兰克福机场,Other Transportation,Transportation Services,A,EUR,194,XET,XETR,Xetra,FALSE,D15,
US6541101050,Nikola Corporation,8NI,,Motor Vehicles,,C,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0005089031,United Internet,UTDI,,Internet Software/Services,Internet,B,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000A0JL9W6,Verbio Vereinigte Bioenergie,VBK,,Chemicals: Specialty,Renewable Energies,A,EUR,194,XET,XETR,Xetra,TRUE,CX,D15
DE000A3H2200,Nagarro,NA9,,Information Technology Services,IT-Services,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DE0006766504,Aurubis,NDA,,Other Metals/Minerals,Steel & Other Metals,A,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0007231326,Sixt,SIX2,SIXT租车,Finance/Rental/Leasing,Transportation Services,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DE000A2LQ884,AUTO1 Group,AG1,,Internet Software/Services,"Retail, Internet",C,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0005565204,Duerr,DUE,,Industrial Machinery,Industrial Machinery,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DE000HAG0005,Hensoldt,5UH,,Semiconductors,Semiconductors,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000A0TGJ55,Varta,VAR1,,Electrical Products,Advanced Industrial Equipment,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000A0SMU87,Northern Data,NB2,,Data Processing Services,,B,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DK0060534915,Novo Nordisk A/S,NOVC,,Pharmaceuticals: Major,,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000STRA555,Stratec,SBS,,Medical Specialties,Medical Technology,C,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0005677108,Elmosmiconductor,ELG,Elmos Semiconductor,Semiconductors,Semiconductors,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
US19260Q1076,Coinbase Global,1QZ,,Investment Banks/Brokers,,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000PSM7770,Prosiebensat 1 Media,PSM,,Movies/Entertainment,Broadcasting,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
US0079031078,Advanced Micro Devices,AMD,,Semiconductors,,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000WAF3001,Siltronic,WAF,世创电子材料,Semiconductors,Semiconductors,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0008019001,Deutsche Pfandbriefbank,PBB,,Major Banks,Credit Banks,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DE0005419105,Cancom,COK,,Information Technology Services,IT-Services,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DE000A2NB601,Jenoptik,JEN,,Electronic Components,Advanced Industrial Equipment,B,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
US01609W1027,Alibaba Group Holding Ltd,AHLA,阿里巴巴,Internet Retail,,A,EUR,194,XET,XETR,Xetra,FALSE,D15,
GB0007980591,BP,BPE5,,Integrated Oil,,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
US4581401001,Intel Corp,INL,,Semiconductors,Semiconductors,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000A3E5D64,FUCHS PETROLUB,FPE1,,Chemicals: Specialty,"Chemicals, Specialty",D,EUR,194,XET,XETR,Xetra,FALSE,D15,
LU0775917882,Grand City Properties SA,GYC,,Real Estate Development,Real Estate,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0007297004,Suedzucker,SZU,,Food: Specialty/Candy,Food,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DE000DWS1007,DWS Group GmbH,DWS,德意志资产管理,Investment Managers,Diversified Financial,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0005772206,Fielmann,FIE,,Medical Specialties,"Retail, Specialty",C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DE0006335003,Krones,KRN,,Industrial Machinery,Industrial Machinery,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
US4781601046,Johnson & Johnson,JNJ,,Pharmaceuticals: Major,,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000VTSC017,Vitesco Technologies Group,VTSC,纬湃科技,Auto Parts: OEM,Auto Parts & Equipment,A,EUR,194,XET,XETR,Xetra,TRUE,CX,D15
IE00BYTBXV33,Ryanair Holdings,RY4C,,Airlines,Airlines,B,EUR,194,XET,XETR,Xetra,TRUE,CX,D15
DE000A0HN5C6,Deutsche Wohnen,DWNI,,Real Estate Development,Real Estate,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
AT0000A0E9W5,KONTRON,SANT,,Electronic Equipment/Instruments,Electronic Components & Hardware,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
FI0009000681,Nokia Oyj,NOA3,,Telecommunications Equipment,Telecommunications Equipment,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0007257503,Ceconomy,CEC,,Department Stores,"Retail, Specialty",C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DE0007461006,PVA TePla,TPE,,Semiconductors,Advanced Industrial Equipment,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0007235301,SGL Carbon,SGL,,Industrial Specialties,"Chemicals, Specialty",C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
GB0007188757,Rio Tinto,RIO1,,Other Metals/Minerals,,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
CH0038389992,BB Biotech,BBZA,,Biotechnology,Biotechnology,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0005104400,Atoss Software,AOF,,Electronic Components,Software,B,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
US79466L3024,"SALESFORCE DL-,001",FOO,,Packaged Software,,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
LU1704650164,Befesa SA,BFSA,,Environmental Services,Industrial Products & Services,B,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0007493991,Stroeer ,SAX,,Advertising/Marketing Services,Advertising,A,EUR,194,XET,XETR,Xetra,TRUE,CX,D15
GB00B24CGK77,Reckitt Benckiser Group,3RB,,Household/Personal Care,,C,EUR,194,XET,XETR,Xetra,FALSE,D15,
US02079K1079,Alphabet,ABEC,,Internet Software/Services,,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0005800601,GFT Technologies,GFT,,Information Technology Services,IT-Services,C,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000NCA0001,thyssenkrupp nucera ,NCH2,,Alternative Power Generation,Renewable Energies,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0005909006,Bilfinger,GBF,,Engineering & Construction,Industrial Products & Services,C,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000BFB0019,Metro,B4B,,Food Distributors,"Retail, Multiline",C,EUR,194,XET,XETR,Xetra,FALSE,D15,
FR0000120271,Total SA,TOTB,,Integrated Oil,Integrated Oil and Gas,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0006219934,Jungheinrich,45080,,Industrial Machinery,Industrial Machinery,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
US4592001014,International Business Machines Corp,IBM,IBM,Information Technology Services,Computer Services,B,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0005659700,Eckert & Ziegler Strahlen und Medizintechnik,EUZ,,Medical Specialties,Medical Technology,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DE000A0LR936,Steico,ST5,,Forest Products,Industrial Products & Services,B,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000UNSE018,Uniper,UN01,,Electric Utilities,Multi-Utilities,B,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
NL0011821202,ING Groep,INN1,,Major Banks,Banks,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000A288904,CompuGroup Medical ,COP1,,Packaged Software,Software,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000SAFH001,SAF Holland,SAFH,,Industrial Machinery,Industrial Machinery,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
LU0061462528,RTL Group SA,RRTL,,Broadcasting,Broadcasting,C,EUR,194,XET,XETR,Xetra,TRUE,CX,D15
DE000A2GS401,Software,SOW,,Packaged Software,Software,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0007231334,Sixt,SIX3,,Finance/Rental/Leasing,Transportation Services,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000A3E5D56,FUCHS PETROLUB,FPE0,,Chemicals: Specialty,"Chemicals, Specialty",D,EUR,194,XET,XETR,Xetra,FALSE,D15,
GB00BH4HKS39,Vodafone Group,VODI,,Wireless Telecommunications,,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0007165607,Sartorius,SRT,,Pharmaceuticals: Major,Biotechnology,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0006916604,Pfeiffer Vacuum Technology,PFV,,Electrical Products,Advanced Industrial Equipment,B,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DE000A1K0235,SUESS MicroTec,SMHN,,Semiconductors,Semiconductors,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000TRAT0N7,Traton,8TRA,Traton,Motor Vehicles,Heavy Machinery,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
LU2333210958,SUSE S.A.,SUSE,,Packaged Software,Software,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
GB0004544929,Imperial Brands,ITB,,Tobacco,,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
US0846707026,Berkshire Hathaway,BRYN,,Property/Casualty Insurance,,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
US7475251036,Qualcomm,QCI,,Semiconductors,,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
US7427181091,Procter & Gamble Co,PRG,,Household/Personal Care,,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
FR0000121014,LVMH Moet Hennessy Louis Vuitton,MOH,,Apparel/Footwear,Clothing and Accessories,C,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0005313506,Energiekontor,EKT,,Electric Utilities,Renewable Energies,B,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
US1912161007,Coca-Cola Co,CCC3,,Beverages: Non-Alcoholic,,B,EUR,194,XET,XETR,Xetra,TRUE,CX,D15
DE000A0JBPG2,PNE,PNE3,,Engineering & Construction,Renewable Energies,B,EUR,194,XET,XETR,Xetra,TRUE,CX,D15
DE000A3E00M1,IONOS Group,IOS,,Data Processing Services,Internet,B,EUR,194,XET,XETR,Xetra,TRUE,CX,D15
DE000PAT1AG3,Patrizia,PAT,,Financial Conglomerates,Real Estate,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DE0006305006,DEUTZ,DEZ,,Trucks/Construction/Farm Machinery,Industrial Machinery,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000A3CNK42,ABOUT YOU Holding,YOU,,Apparel/Footwear Retail,"Retail, Internet",A,EUR,194,XET,XETR,Xetra,TRUE,CX,D15
DE000A1EWVY8,Formycon,FYB,,Pharmaceuticals: Major,Biotechnology,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0007667107,Vossloh,VOS,,Trucks/Construction/Farm Machinery,Industrial Products & Services,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
FR0000120628,AXA SA,AXA,,Multi-Line Insurance,Full Line Insurance,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
US30231G1022,Exxon Mobil Corp,XONA,,Integrated Oil,,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0005550636,Draegerwerk,DRW3,,Medical Specialties,Medical Technology,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000A0HHJR3,CLIQ Digital,CLIQ,,Internet Software/Services,"Retail, Internet",D,EUR,194,XET,XETR,Xetra,FALSE,D15,
US7170811035,Pfizer,PFE,,Pharmaceuticals: Major,,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
US91324P1021,UnitedHealth Group,UNH,,Managed Health Care,,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000A161N30,Grenke,GLJ,,Finance/Rental/Leasing,Diversified Financial,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE0006083405,Hornbach Holding ,HBH,,Home Improvement Chains,"Retail, Specialty",D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000A1X3XX4,DIC Asset,DIC,,Real Estate Development,Real Estate,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
GB00B1XZS820,Anglo American,NGLB,,Other Metals/Minerals,,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000A2NB650,Mutares ,,,Investment Managers,Private Equity & Venture Capital,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000WACK012,Wacker Neuson,WAC,,Trucks/Construction/Farm Machinery,Industrial Machinery,D,EUR,194,XET,XETR,Xetra,FALSE,D15,
DE000A0LAUP1,CropEnergies,CE2,,Chemicals: Specialty,Renewable Energies,A,EUR,194,XET,XETR,Xetra,TRUE,CX,D15
ES0178430E18,Telefonica SA,TNE5,,Specialty Telecommunications,Telecommunications Services,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
DE000KC01000,Kloeckner ,KCO,,Steel,Industrial Products & Services,C,EUR,194,XET,XETR,Xetra,FALSE,CX,D15
