isin,euronext_code,stock_name,degiro_symbol,symbol,category,currency,exchangeId,exchange_degiro,exchange_mic_code,exchange_name,market,isShortable,feedQuality,feedQualitySecondary,icb_industry,name,description,logoid,type,close,Value.Traded,market_cap_basic,fundamental_currency_code,sector,industry,is_primary,exchange,country,currency_id,forex_rate,market_cap_USD,Traded_USD,turnover_rate,plate,证券代码,证券名称,en_description,dr_name,code,correct_industry,exchange_code,trade_currency,last_price,change,last_traded_at,close_price,trading_date
FR0000045072,FR0000045072-BGEM,Credit Agricole SA,1ACA,1ACA,D,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Banks,1ACA,农业信贷银行-X,credit-agricole,stock,11.156,1316.408,35418835965.68218,USD,Finance,Regional Banks,False,MIL,France,EUR,1.11261,354.18835965682183,1.46464870488e-05,0.0,欧洲,,,CREDIT AGRICOLE,农业信贷银行,,,,,,,,,
NL0011794037,NL0011794037-BGEM,Koninklijke Ahold Delhaize NV,1AD,1AD,A,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Food Retailers and Wholesalers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR0000031122,FR0000031122-BGEM,Air France KLM SA,1AF,1AF,B,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Airlines,1AF,AIR FRANCE-KLM,air-france-klm,stock,1.6205,318645.397,4528106385.72446,USD,Transportation,Airlines,False,MIL,France,EUR,1.11261,45.2810638572446,0.0035452805515617,0.0001,欧洲,,,AIR FRANCE-KLM,,,,,,,,,,
NL0000303709,NL0000303709-BGEM,Aegon NV,1AGN,1AGN,B,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Life Insurance,1AGN,荷兰全球保险-X,aegon,stock,4.727,15098.038,10669281621.91485,USD,Finance,Multi-Line Insurance,False,MIL,Netherlands,EUR,1.11261,106.6928162191485,0.0001679822805918,0.0,欧洲,,,AEGON,荷兰全球保险,,,,,,,,,
BE0974264930,BE0974264930-BGEM,Ageas SA,1AGS,1AGS,D,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Life Insurance,1AGS,AGEAS,ageas,stock,37.65,4593.3,7726809559.85015,USD,Finance,Multi-Line Insurance,False,MIL,Belgium,EUR,1.11261,77.2680955985015,5.110551513e-05,0.0,欧洲,,,AGEAS,,,,,,,,,,
NL0000235190,NL0000235190-BGEM,Airbus SE,1AIR,1AIR,C,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Aerospace,1AIR,空客-X,airbus,stock,135.3,38425.2,118324980020.16164,USD,Electronic Technology,Aerospace & Defense,False,MIL,France,EUR,1.11261,1183.2498002016164,0.00042752261772,0.0,欧洲,,,AIRBUS,空客,,,,,,,,,
NL0010273215,NL0010273215-BGEM,ASML Holding NV,1ASML,1ASML,C,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Production Technology Equipment,1ASML,ASML-X,asml,stock,619.1,170252.5,276252259550.6549,USD,Electronic Technology,Semiconductors,False,MIL,Netherlands,EUR,1.11261,2762.522595506549,0.00189424634025,0.0,欧洲,,,ASML,ASML,,,,,,,,,
DE000BASF111,DE000BASF111-BGEM,BASF SE,1BAS,1BAS,C,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Chemicals: Diversified,1BAS,巴斯夫-X,basf,stock,47.71,19370.26,46160631295.45681,USD,Process Industries,Chemicals: Major Diversified,False,MIL,Germany,EUR,1.11261,461.6063129545681,0.000215515449786,0.0,欧洲,,,BASF,巴斯夫,,,,,,,,,
DE0005190003,DE0005190003-BGEM,Bayerische Motoren Werke AG,1BMW,1BMW,C,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Automobiles,1BMW,BMW-X,bmw,stock,108.6,81015.6,78766942750.68553,USD,Consumer Durables,Motor Vehicles,False,MIL,Germany,EUR,1.11261,787.6694275068553,0.00090138766716,0.0,欧洲,,,BMW,BMW,,,,,,,,,
US19260Q1076,US19260Q1076-BGEM,COINBASE GLOBAL,1COIN,1COIN,D,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,,1COIN,Coinbase Global-X,coinbase,stock,91.39,98609.81,23757788460.999996,USD,Finance,Investment Banks/Brokers,False,MIL,United States,EUR,1.11261,237.57788460999996,0.001097142607041,0.0,欧洲,,,COINBASE GLOBAL,Coinbase Global,,,,,,,,,
FR0000120628,FR0000120628-BGEM,AXA SA,1CS,1CS,D,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Full Line Insurance,1CS,安盛保险-X,axa,stock,27.58,9873.64,68851128034.69714,USD,Finance,Multi-Line Insurance,False,MIL,France,EUR,1.11261,688.5112803469715,0.000109855106004,0.0,欧洲,,,AXA,安盛保险,,,,,,,,,
DE0005140008,DE0005140008-BGEM,Deutsche Bank AG,1DBK,1DBK,B,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,CX,D15,,1DBK,德意志银行-X,deutsche-bank-ag,stock,10.2,39484.2,22967646097.8591,USD,Finance,Investment Banks/Brokers,False,MIL,Germany,EUR,1.11261,229.676460978591,0.00043930515762,0.0,欧洲,,,DEUTSCHE BANK,德意志银行,,,,,,,,,
DE0005557508,DE0005557508-BGEM,Deutsche Telekom AG,1DTE,1DTE,C,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Telecommunications Services,1DTE,德国电信-X,deutsche-telekom,stock,19.628,23141.412,108646765640.97444,USD,Communications,Major Telecommunications,False,MIL,Germany,EUR,1.11261,1086.4676564097444,0.0002574736640532,0.0,欧洲,,,DEUTSCHE TELEKOM,德国电信,,,,,,,,,
FR0000121667,FR0000121667-BGEM,EssilorLuxottica SA,1EL,1EL,D,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Medical Supplies,1EL,EssilorLuxottica-X,essilorluxottica,stock,176.76,20504.16,88925448339.97165,USD,Health Technology,Medical Specialties,False,MIL,France,EUR,1.11261,889.2544833997165,0.000228131334576,0.0,欧洲,,,ESSILORLUXOTTICA,EssilorLuxottica,,,,,,,,,
FR0010208488,FR0010208488-BGEM,Engie SA,1ENGI,1ENGI,D,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Multi-utilities,1ENGI,Engie-X,engie,stock,15.452,23950.6,41323316911.262,USD,Utilities,Electric Utilities,False,MIL,France,EUR,1.11261,413.23316911262,0.00026647677066,0.0,欧洲,,,ENGIE,Engie,,,,,,,,,
DE000ENAG999,DE000ENAG999-BGEM,E.ON SE,1EOAN,1EOAN,C,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Multi-utilities,1EOAN,E.ON-X,e-on,stock,11.48,56607.88,33309747439.96273,USD,Utilities,Electric Utilities,False,MIL,Germany,EUR,1.11261,333.0974743996273,0.000629824933668,0.0,欧洲,,,E.ON,E.ON,,,,,,,,,
DE0005785604,DE0005785604-BGEM,Fresenius SE & Co KGaA,1FRE,1FRE,D,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Health Care Services,1FRE,费森尤斯医疗-X,fresenius-medical-care,stock,27.95,27950.0,17454809259.59056,USD,Health Technology,Medical Specialties,False,MIL,Germany,EUR,1.11261,174.54809259590562,0.000310974495,0.0,欧洲,,,FRESENIUS,费森尤斯医疗,,,,,,,,,
FR0000121147,FR0000121147-BGEM,FORVIA,1FRVIA,1FRVI,C,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Auto Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR0000130809,FR0000130809-BGEM,Societe Generale SA,1GLE,1GLE,D,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Banks,1GLE,法国兴业银行-X,societe-generale,stock,24.03,3796.74,19705537040.21375,USD,Finance,Major Banks,False,MIL,France,EUR,1.11261,197.0553704021375,4.2242908914e-05,0.0,欧洲,,,SOCIETE GENERALE,法国兴业银行,,,,,,,,,
DE0006047004,DE0006047004-BGEM,HeidelbergCement AG,1HEI,1HEI,D,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Cement,1HEI,HEIDELBERG MATERIALS,heidelbergcement-i,stock,72.86,26229.60036,15241833151.96806,USD,Non-Energy Minerals,Construction Materials,False,MIL,Germany,EUR,1.11261,152.4183315196806,0.0002918331565653,0.0,欧洲,,,HEIDELBERG MATERIALS,,,,,,,,,,
ES0144580Y14,ES0144580Y14-BGEM,Iberdrola SA,1IBE,1IBE,D,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,,1IBE,伊比德罗拉-X,iberdrola,stock,11.405,250.91,75466016402.01326,USD,Utilities,Electric Utilities,False,MIL,Spain,EUR,1.11261,754.6601640201326,2.7916497510000007e-06,0.0,欧洲,,,IBERDROLA,伊比德罗拉,,,,,,,,,
DE0006231004,DE0006231004-BGEM,Infineon Technologies AG,1IFX,1IFX,B,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Semiconductors,1IFX,英飞凌-X,infineon-technologies,stock,36.58,3658.0,53230176262.17544,USD,Electronic Technology,Semiconductors,False,MIL,Germany,EUR,1.11261,532.3017626217544,4.06992738e-05,0.0,欧洲,,,INFINEON TECHNOLOGIES,英飞凌,,,,,,,,,
NL0011821202,NL0011821202-BGEM,ING Groep NV,1INGA,1INGA,B,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Banks,1INGA,荷兰国际-X,ing,stock,13.234,10322.52,52482824795.91173,USD,Finance,Major Banks,False,MIL,Netherlands,EUR,1.11261,524.8282479591173,0.000114849389772,0.0,欧洲,,,ING GROEP,荷兰国际,,,,,,,,,
FR0000121485,FR0000121485-BGEM,Kering SA,1KER,1KER,D,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Clothing and Accessories,1KER,开云(巴黎春天)-X,kering,stock,541.8,23297.4,74602825277.40439,USD,Consumer Non-Durables,Consumer Sundries,False,MIL,France,EUR,1.11261,746.0282527740438,0.00025920920214,0.0,欧洲,,,KERING,开云(巴黎春天),,,,,,,,,
DE0008232125,DE0008232125-BGEM,Deutsche Lufthansa AG,1LHA,1LHA,C,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Airlines,1LHA,汉莎航空-X,lufthansa,stock,8.899,21989.429,11760240051.07743,USD,Transportation,Airlines,False,MIL,Germany,EUR,1.11261,117.6024005107743,0.0002446565859969,0.0,欧洲,,,DEUTSCHE LUFTHANSA,汉莎航空,,,,,,,,,
DE0007100000,DE0007100000-BGEM,Mercedes-Benz Group AG,1MBG,1MBG,C,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Automobiles,1MBG,梅赛德斯奔驰-X,daimler,stock,71.43,34072.11,85232308963.65186,USD,Consumer Durables,Motor Vehicles,False,MIL,Germany,EUR,1.11261,852.3230896365186,0.000379089703071,0.0,欧洲,,,MERCEDES-BENZ GROUP,梅赛德斯奔驰,,,,,,,,,
DE0008430026,DE0008430026-BGEM,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,1MUV2,1MUV2,D,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Reinsurance,1MUV2,慕尼黑再保险-X,munichre,stock,334.3,3008.69991,51367994263.83317,USD,Finance,Life/Health Insurance,False,MIL,Germany,EUR,1.11261,513.6799426383317,3.3475096068651e-05,0.0,欧洲,,,MUNICH RE,慕尼黑再保险,,,,,,,,,
FI0009000681,FI0009000681-BGEM,Nokia Oyj,1NOKIA,1NOKI,B,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Telecommunications Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR0000133308,FR0000133308-BGEM,Orange SA,1ORA,1ORA,D,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Telecommunications Services,1ORA,法国电信-X,orange,stock,10.75,18275.0,31934347235.65966,USD,Communications,Wireless Telecommunications,False,MIL,France,EUR,1.11261,319.3434723565966,0.0002033294775,0.0,欧洲,,,ORANGE,法国电信,,,,,,,,,
NL0000009538,NL0000009538-BGEM,Koninklijke Philips NV,1PHIA,1PHIA,B,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Medical Equipment,1PHIA,飞利浦-X,philips,stock,20.7,36245.7,21324574485.86674,USD,Health Technology,Medical Specialties,False,MIL,Netherlands,EUR,1.11261,213.24574485866745,0.00040327328277,0.0,欧洲,,,PHILIPS,飞利浦,,,,,,,,,
DE0006969603,DE0006969603-BGEM,Puma SE,1PUM,1PUM,D,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Footwear,1PUM,PUMA,puma,stock,57.36,57.36,9585651781.8292,USD,Consumer Non-Durables,Apparel/Footwear,False,MIL,Germany,EUR,1.11261,95.856517818292,6.38193096e-07,0.0,欧洲,,,PUMA,,,,,,,,,,
DE0007037129,DE0007037129-BGEM,RWE AG,1RWE,1RWE,D,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Multi-utilities,1RWE,RWE AG-X,rwe,stock,39.85,45827.5,32826907450.2358,USD,Utilities,Electric Utilities,False,MIL,Germany,EUR,1.11261,328.269074502358,0.00050988134775,0.0,欧洲,,,RWE,RWE AG,,,,,,,,,
FR0000120578,FR0000120578-BGEM,Sanofi SA,1SAN,1SAN,D,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Pharmaceuticals,1SAN,赛诺菲-X,sanofi,stock,98.24,37331.2,137194795223.4508,USD,Health Technology,Pharmaceuticals: Major,False,MIL,France,EUR,1.11261,1371.947952234508,0.00041535066432,0.0,欧洲,,,SANOFI,赛诺菲,,,,,,,,,
ES0113900J37,ES0113900J37-BGEM,Banco Santander SA,1SANX,1SANX,A,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Banks,1SANX,西班牙国际银行-X,santander,stock,3.486,1087.632,63401745152.67406,USD,Finance,Major Banks,False,MIL,Spain,EUR,1.11261,634.0174515267406,1.2101102395200004e-05,0.0,欧洲,,,BANCO SANTANDER,西班牙国际银行,,,,,,,,,
DE0007164600,DE0007164600-BGEM,SAP SE,1SAP,1SAP,C,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Software,1SAP,SAP-X,sap,stock,120.16,76421.76,164213573724.31793,USD,Technology Services,Packaged Software,False,MIL,Germany,EUR,1.11261,1642.1357372431794,0.000850276143936,0.0,欧洲,,,SAP,SAP,,,,,,,,,
DE0007236101,DE0007236101-BGEM,Siemens AG,1SIE,1SIE,C,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Diversified Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES0178430E18,ES0178430E18-BGEM,Telefonica SA,1TEF,1TEF,B,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,D15,,Telecommunications Services,1TEF,西班牙电信-X,telefonica,stock,3.714,1801.29,23617135261.585472,USD,Communications,Specialty Telecommunications,False,MIL,Spain,EUR,1.11261,236.17135261585472,2.0041332669e-05,0.0,欧洲,,,TELEFONICA,西班牙电信,,,,,,,,,
DE0007664039,DE0007664039-BGEM,Volkswagen AG,1VOW3,1VOW3,B,EUR,608,MIL,BGEM,Borsa Italiana S.p.A.,italy,False,CX,D15,Automobiles,1VOW3,大众-X,volkswagen,stock,124.7,453783.3,77874478249.59671,USD,Consumer Durables,Motor Vehicles,False,MIL,Germany,EUR,1.11261,778.7447824959671,0.00504883837413,0.0,欧洲,,,VOLKSWAGEN,大众,,,,,,,,,
IT0001233417,IT0001233417-MTAA,A2A S.P.A.,A2A,A2A,A,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Conventional Electricity,A2A,A2A,a2a,stock,1.6875,9950431.5,5871871024.675591,USD,Utilities,Electric Utilities,True,MIL,Italy,EUR,1.11261,58.71871024675591,0.11070949591215,0.0019,欧洲,,,A2A,,,,MTAA,EUR,1.687,0.21,11:20 CEST21 Jul 2023,1.6835,20 Jul 2023
FR0000062465,FR0000062465-XPAR,Verneuil Participations,VRNL,AAA,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Diversified Financial Services ,AAA,ALAN ALLMAN ASSOCIATES,,stock,11.7,5850.0,589715984.01727,USD,Commercial Services,Miscellaneous Commercial Services,True,EURONEXT,France,EUR,1.11261,5.8971598401727,6.5087685e-05,0.0,欧洲,,,ALAN ALLMAN ASSOCIATES,,,,XPAR,EUR,11.70,-0.43,09:00 CEST21 Jul 2023,11.75,20 Jul 2023
NL0000852564,NL0000852564-XAMS,Aalberts Industries,AALB,AALB,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,,Electronic Equipment: Control and Filter,AALB,AALBERTS,aalberts-n-v,stock,39.19,1921054.61,4807442760.5666,USD,Producer Manufacturing,Semiconductors,True,EURONEXT,Netherlands,EUR,1.11261,48.074427605666,0.021373845696321,0.0004,欧洲,,,AALBERTS,,AALB,Semiconductors,XAMS,EUR,39.23,0.46,11:19 CEST21 Jul 2023,39.05,20 Jul 2023
FR0010557264,FR0010557264-XPAR,AB Science,AB,AB,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Biotechnology,AB,AB SCIENCE,ab-science-sa,stock,3.995,59305.775,210907405.8256,USD,Health Technology,Pharmaceuticals: Other,True,EURONEXT,France,EUR,1.11261,2.109074058256,0.0006598419832275,0.0003,欧洲,,,AB SCIENCE,,,,XPAR,EUR,3.995,-1.11,11:12 CEST21 Jul 2023,4.04,20 Jul 2023
FR0004040608,FR0004040608-XPAR,ABC Arbitrage,ABCA,ABCA,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Investment Services,ABCA,ABC ARBITRAGE,abc-arbitrage,stock,5.9,14342.9,386387036.33838,USD,Finance,Investment Managers,True,EURONEXT,France,EUR,1.11261,3.8638703633838,0.00015958053969,0.0,欧洲,,,ABC ARBITRAGE,,,,XPAR,EUR,5.89,0.17,11:18 CEST21 Jul 2023,5.88,20 Jul 2023
FR0013185857,FR0013185857-XPAR,Abeo SAS,ABEO,ABEO,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Recreational Products,ABEO,ABEO,,stock,17.35,9698.65,146410165.66583002,USD,Consumer Durables,Recreational Products,True,EURONEXT,France,EUR,1.11261,1.4641016566583,0.000107908149765,0.0001,欧洲,,,ABEO,,,,XPAR,EUR,17.35,-0.86,10:26 CEST21 Jul 2023,17.50,20 Jul 2023
BE0974293251,BE0974293251-XBRU,Anheuser Busch Inbev SA,ABI,ABI,A,EUR,320,EBR,XBRU,Euronext Brussels,belgium,True,R,,Brewers,ABI,百威英博-X,anheuser-busch-inbev,stock,52.68,5186820.12,116053621633.31882,USD,Consumer Non-Durables,Beverages: Alcoholic,False,EURONEXT,Belgium,EUR,1.11261,1160.536216333188,0.057709079337132,0.0,欧洲,,,AB INBEV,百威英博,,,XBRU,EUR,52.68,0.11,11:20 CEST21 Jul 2023,52.62,20 Jul 2023
NL0011540547,NL0011540547-XAMS,ABN Amro Bank NV,ABN,ABN,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,,,ABN,ABN AMRO BANK,abn-amro,dr,15.42,5346268.2,15377998055.63945,USD,Finance,Major Banks,False,EURONEXT,Netherlands,EUR,1.11261,153.7799805563945,0.05948311462002,0.0004,欧洲,,,ABN AMRO BANK,,,,XAMS,EUR,15.41,0.13,11:19 CEST21 Jul 2023,15.39,20 Jul 2023
FR0012616852,FR0012616852-XPAR,Abionyx Pharma SA,ABNX,ABNX,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Biotechnology,ABNX,ABIONYX PHARMA,abionyx-pharma-sa,stock,1.226,1533.726,38292542.3782,USD,Health Technology,Pharmaceuticals: Major,True,EURONEXT,France,EUR,1.11261,0.382925423782,1.7064388848600005e-05,0.0,欧洲,,,ABIONYX PHARMA,,,,XPAR,EUR,1.226,0.49,11:02 CEST21 Jul 2023,1.22,20 Jul 2023
BE0974278104,BE0974278104-XBRU,ABO-Group Environment NV,ABO,ABO,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Engineering and Contracting Services,ABO,ABO GROUP ENVIRONMENT,abo-environment,stock,7.1,85.2,84128892.24267,USD,Commercial Services,Miscellaneous Commercial Services,True,EURONEXT,Belgium,EUR,1.11261,0.8412889224267,9.4794372e-07,0.0,欧洲,,,ABO GROUP ENVIRONMENT,,,,"XBRU, XPAR",EUR,7.10,-0.7,09:00 CEST21 Jul 2023,7.15,20 Jul 2023
IT0005445280,IT0005445280-MTAA,ABITARE IN,ABT,ABT,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Home Construction,ABT,ABITARE IN,,stock,5.46,9009.0,161105127.33447,USD,Finance,Real Estate Development,True,MIL,Italy,EUR,1.11261,1.6110512733447,0.0001002350349,0.0001,欧洲,,,ABITARE IN,,,,MTAA,EUR,5.46,0.37,11:14 CEST21 Jul 2023,5.44,20 Jul 2023
FR0012333284,FR0012333284-XPAR,Abivax SA,ABVX,ABVX,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Biotechnology,ABVX,ABIVAX,abivax-sa,stock,16.18,6455.82,763310622.61003,USD,Health Technology,Pharmaceuticals: Other,True,EURONEXT,France,EUR,1.11261,7.633106226100301,7.1828098902e-05,0.0,欧洲,,,ABIVAX,,,,XPAR,EUR,16.10,-0.62,11:12 CEST21 Jul 2023,16.20,20 Jul 2023
FR0000120404,FR0000120404-XPAR,Accor,AC,AC,A,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,,Hotels and Motels,AC,雅高酒店集团,accor,stock,34.07,2609898.28,9988565792.67327,USD,Consumer Services,Hotels/Resorts/Cruise lines,True,EURONEXT,France,EUR,1.11261,99.88565792673268,0.029037989253108,0.0003,欧洲,AC,雅高酒店集团,ACCOR,,,,XPAR,EUR,34.13,0.77,11:19 CEST21 Jul 2023,33.87,20 Jul 2023
IT0001382024,IT0001382024-MTAA,Acinque SpA,AC5,AC5,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Multi-utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR0000045072,FR0000045072-XPAR,Cr��dit Agricole,ACA,ACA,A,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,CX,Banks,ACA,农业信贷银行,credit-agricole,stock,11.142,6063565.536,35418835965.68218,USD,Finance,Regional Banks,True,EURONEXT,France,EUR,1.11261,354.18835965682183,0.0674638365100896,0.0002,欧洲,ACA,农业信贷银行,CREDIT AGRICOLE,农业信贷银行,,,XPAR,EUR,11.13,0.05,11:20 CEST21 Jul 2023,11.124,20 Jul 2023
FR0000064602,FR0000064602-XPAR,Acanthe Developpement,ACAN,ACAN,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Office REITs,ACAN,ACANTHE DEV.,acanthe-developpement-sa,fund,0.366,208.986,59949343.20364,USD,Finance,Real Estate Investment Trusts,True,EURONEXT,France,EUR,1.11261,0.5994934320364,2.3251991346e-06,0.0,欧洲,,,ACANTHE DEV.,,,,,,,,,,
BE0003696102,BE0003696102-XBRU,Accentis,ACCB,ACCB,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Real Estate Holding and Development,ACCB,ACCENTIS,accentis,stock,0.031,92910.1,42178438.48889,USD,Finance,Real Estate Development,True,EURONEXT,Belgium,EUR,1.11261,0.4217843848889,0.00103372706361,0.0025,欧洲,,,ACCENTIS,,,,XBRU,EUR,0.031,3.33,09:35 CEST21 Jul 2023,0.03,20 Jul 2023
IT0001207098,IT0001207098-MTAA,ACEA S.P.A.,ACE,ACE,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Conventional Electricity,ACE,ACEA,acea,stock,11.53,995142.77,2716531997.58809,USD,Utilities,Electric Utilities,True,MIL,Italy,EUR,1.11261,27.165319975880895,0.011072057973297,0.0004,欧洲,,,ACEA,,,,MTAA,EUR,11.53,0.44,11:19 CEST21 Jul 2023,11.48,20 Jul 2023
BE0003764785,BE0003764785-XBRU,Ackermans & van Haaren,ACKB,ACKB,B,EUR,320,EBR,XBRU,Euronext Brussels,belgium,True,R,CX,Diversified Financial Services ,ACKB,ACKERMANS V.HAAREN,ackermans-vhaaren,stock,157.6,780120.0,5794653884.88613,USD,Industrial Services,Engineering & Construction,True,EURONEXT,Belgium,EUR,1.11261,57.9465388488613,0.008679693132,0.0001,欧洲,,,ACKERMANS V.HAAREN,,,,XBRU,EUR,157.50,0.32,11:16 CEST21 Jul 2023,157.00,20 Jul 2023
NL0000313286,NL0000313286-XAMS,Amsterdam Commodities,ACOMO,ACOMO,C,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,,Food Products,ACOMO,ACOMO,amsterdam-commodities,stock,22.0,24420.0,727836834.19491,USD,Distribution Services,Wholesale Distributors,True,EURONEXT,Netherlands,EUR,1.11261,7.2783683419491005,0.000271699362,0.0,欧洲,,,ACOMO,,,,XAMS,EUR,22.00,-0.45,11:17 CEST21 Jul 2023,22.10,20 Jul 2023
NL0011794037,NL0011794037-XAMS,Koninklijke Ahold Delhaize NV,AD,AD,A,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,CX,Food Retailers and Wholesalers,AD,Ahold Delhaize,ahold-delhaize,stock,31.45,4921799.2,33278103881.04499,USD,Retail Trade,Food Retail,True,EURONEXT,Netherlands,EUR,1.11261,332.7810388104499,0.05476043007912,0.0002,欧洲,AD,Ahold Delhaize,KONINKLIJKE AHOLD DELHAIZE,Ahold Delhaize,,,"XAMS, XBRU",EUR,31.49,0.3,11:20 CEST21 Jul 2023,31.395,20 Jul 2023
IT0001006128,IT0001006128-MTAA,Aeroporto Guglielmo Marconi di Bologna SpA,ADB,ADB,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Transportation Services,ADB,博洛尼亚机场,aeroporto-guglielmo-marconi,stock,8.3,6806.0,330600706.57746,USD,Transportation,Other Transportation,True,MIL,Italy,EUR,1.11261,3.3060070657746,7.57242366e-05,0.0,欧洲,ADB,博洛尼亚机场,AEROPORTO GUGLIELMO MARCONI DI BOLOGNA,,,,MTAA,EUR,8.30,0.97,11:09 CEST21 Jul 2023,8.22,20 Jul 2023
FR0011184241,FR0011184241-XPAR,Adocia SA,ADOC,ADOC,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Biotechnology,ADOC,ADOCIA,adocia-sas,stock,3.89,119403.55,36755365.20183,USD,Health Technology,Pharmaceuticals: Major,True,EURONEXT,France,EUR,1.11261,0.3675536520183,0.001328495837655,0.0036,欧洲,,,ADOCIA,,,,XPAR,EUR,3.89,0.52,11:01 CEST21 Jul 2023,3.87,20 Jul 2023
FR0010340141,FR0010340141-XPAR,A��roports de Paris,ADP,ADP,A,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,CX,Transportation Services,ADP,巴黎机场集团,aeroports-de-paris,stock,130.2,1000326.6,14386012501.38492,USD,Transportation,Other Transportation,True,EURONEXT,France,EUR,1.11261,143.8601250138492,0.01112973378426,0.0001,欧洲,ADP,巴黎机场集团,AEROPORTS DE PARIS,,,,XPAR,EUR,130.20,-0.31,11:20 CEST21 Jul 2023,130.60,20 Jul 2023
