股票代码,股票简称,美股@最新价,美股@最新涨跌幅,美股@gics行业(三级),美股@所属概念,美股@总市值[20230919],美股@gics行业(一级),美股@gics行业(二级),美股@gics行业(四级),美股@上市日期,美股@总股本[20230919],美股@流通股[20230919],美股@上市板块,market_code,code
AAPL.O,苹果,179.070,0.618,电脑与外围设备,"人工智能[US],智能穿戴[US],数字音乐[US],AR概念股[US],芯片概念[US],人脸识别[US],流媒体[US],特朗普税改[US],虚拟现实[US],元宇宙[US],指纹技术[US],无人驾驶[US],无线充电[US],科技股[US],BIT概念[US],5G[US],智能家居[US],消费电子[US],明星股[US],高分红概念[US],科技巨头概念[US],巴菲特持股[US],信息技术板块",2799621924240.0,信息技术,技术硬件与设备,电脑硬件、储存设备及电脑周边,19801212,15634232000.0,15634232000.0,Nasdaq Global Select Market,185,AAPL
MSFT.O,微软,328.650,-0.125,软件,"AR概念股[US],人工智能[US],云计算[US],人脸识别[US],特朗普概念[US],特朗普税改[US],AIGC概念[US],搜索引擎[US],元宇宙[US],智慧城市[US],SaaS概念[US],科技股[US],互联网+[US],智能家居[US],云办公[US],网络游戏[US],明星股[US],ESG概念[US],高分红概念[US],华为海外供应商[US],盖茨持股[US],信息技术板块",2441791847235.3,信息技术,软件与服务,系统软件,19860313,7429763722.0,7429763722.0,Nasdaq Global Select Market,185,MSFT
GOOG.O,谷歌C,138.830,-0.094,互动媒体与服务,"网络视频[US],量子通信[US],搜索引擎[US],人工智能[US],AIGC概念[US],元宇宙[US],智慧城市[US],科技股[US],云办公[US],明星股[US],科技巨头概念[US],互联网板块",1750507470000.0,通讯业务,媒体与娱乐,互动媒体与服务,20140403,12609000000.0,12609000000.0,Nasdaq Global Select Market,185,GOOG
GOOGL.O,谷歌A,138.040,-0.123,互动媒体与服务,"人工智能[US],无人驾驶[US],云计算[US],流媒体[US],特朗普税改[US],虚拟现实[US],AIGC概念[US],智能穿戴[US],AR概念股[US],人形机器人[US],科技股[US],BIT概念[US],智能家居[US],明星股[US],工业互联网[US],机器人,互联网板块",1740546360000.0,通讯业务,媒体与娱乐,互动媒体与服务,20040819,12609000000.0,12609000000.0,Nasdaq Global Select Market,185,GOOGL
AMZN.O,亚马逊,137.630,-1.679,多品类零售,"人工智能[US],电子商务[US],云计算[US],新零售[US],流媒体[US],元宇宙[US],科技股[US],无人机[US],智能家居[US],明星股[US],巴菲特持股[US],科技巨头概念[US],平台经济[US],工业互联网[US],互联网板块",1420032042053.5,非日常生活消费品,非必需消费品分销和零售,多品类零售,19970515,10317750796.0,10317750796.0,Nasdaq Global Select Market,185,AMZN
NVDA.O,英伟达,435.200,-1.014,半导体产品与设备,"大数据[US],区块链[US],半导体[US],先进封装（Chiplet）[US],人工智能[US],AIGC概念[US],元宇宙[US],物联网[US],科技股[US],无人机[US],数据中心[US],明星股[US],ESG概念[US],美股概念板块",1074944000000.0,信息技术,半导体产品与设备,半导体产品,19990122,2470000000.0,2470000000.0,Nasdaq Global Select Market,185,NVDA
TSLA.O,特斯拉,266.500,0.460,汽车,"新能源汽车[US],锂电池[US],汽车制造[US],新能源[US],无人驾驶[US],人形机器人[US],马斯克概念[US],科技股[US],新能源汽车[US],明星股[US],美股概念板块,工业互联网[US]",845869525455.5,非日常生活消费品,汽车与汽车零部件,汽车制造商,20100629,3173994467.0,3173994467.0,Nasdaq Global Select Market,185,TSLA
BRK.A.N,伯克希尔哈撒韦 A,562719.970,0.049,保险,"明星股[US],金融板块",814972844315.56,金融,保险,多元化保险,19881129,1447366.8453,1447366.8453,主板,169,BRK.A
BRK.B.N,伯克希尔哈撒韦 B,370.570,0.014,金融服务,"明星股[US],金融板块",804330703288.64,金融,金融服务,多领域控股,19960509,2171050268.0,2171050268.0,主板,169,BRK.B
META.O,Meta,305.070,0.833,互动媒体与服务,"移动互联网[US],虚拟现实[US],人工智能[US],人脸识别[US],流媒体[US],AIGC概念[US],元宇宙[US],科技股[US],互联网+[US],云办公[US],区块链[US],社交媒体[US],工业互联网[US],明星股[US],科技巨头概念[US],互联网板块",784994340061.11,通讯业务,媒体与娱乐,互动媒体与服务,20120518,2573161373.0,2573161373.0,Nasdaq Global Select Market,185,META
LLY.N,礼来,574.890,0.644,制药,"生物医药[US],明星股[US],减肥药[US],阿尔茨海默病[US],高分红概念[US],抗疫概念[US],医疗保健板块",545806752668.08,医疗保健,制药、生物科技和生命科学,制药,19700709,949295173.0,949295173.0,主板,169,LLY
XOM.N,埃克森美孚,117.330,-0.264,石油、天然气与消费用燃料,"油气开采[US],特朗普税改[US],油气装备[US],特朗普概念[US],明星股[US],高分红概念[US],能源板块",467736171247.08,能源,能源,综合性石油与天然气企业,19200325,3986501076.0,3986501076.0,主板,169,XOM
TSM.N,台积电,88.180,-0.743,半导体产品与设备,"半导体[US],集成电路[US],明星股[US],先进封装（Chiplet）[US],MR（混合现实）[US],台资中概股[US],元宇宙[US],苹果概念股[US],科技股[US],中概股指数[US],高分红概念[US],热门中概股[US],华为海外供应商[US],信息技术板块",457286140014.0,信息技术,半导体产品与设备,半导体产品,19971008,5186414200.0,5186414200.0,主板,169,TSM
V.N,维萨,243.590,-0.450,金融服务,"信用支付[US],巴菲特持股[US],移动支付[US],科技股[US],明星股[US],高分红概念[US],信息技术板块",453469893126.16,金融,金融服务,交易与支付处理服务,20080319,1861840586.0,1861840586.0,主板,169,V
UNH.N,联合健康,480.640,-1.111,医疗保健提供商与服务,"健康产业[US],明星股[US],医疗保险[US],高分红概念[US],医疗保健板块",445237828111.74,医疗保健,医疗保健设备与服务,管理型保健护理,19841019,926305139.0,926305139.0,主板,169,UNH
WMT.N,沃尔玛,163.370,-0.025,日常消费品分销和零售,"电子商务[US],新零售[US],明星股[US],高分红概念[US],美股概念板块,盖茨持股[US]",439747701813.0,日常消费品,日常消费品分销和零售,日常消费品零售,19701001,2691563850.0,2691563850.0,主板,169,WMT
JPM.N,摩根大通,148.920,-0.127,商业银行,"财产管理[US],明星股[US],高分红概念[US],金融板块",432803279707.89,金融,银行,综合性银行,19690305,2906085273.0,2906085273.0,主板,169,JPM
JNJ.N,强生,162.250,-0.166,制药,"健康产业[US],特朗普税改[US],巴菲特持股[US],明星股[US],高分红概念[US],抗疫概念[US],医疗保健板块",421552868146.8,医疗保健,制药、生物科技和生命科学,制药,19440925,2598969594.0,2598969594.0,主板,169,JNJ
NVO.N,诺和诺德,187.010,0.236,制药,"减肥药[US],明星股[US],高分红概念[US],医疗保健板块",418421741974.35,医疗保健,制药、生物科技和生命科学,制药,19810709,2236951307.0,2236951307.0,主板,169,NVO
MA.N,万事达,413.440,-0.863,金融服务,"巴菲特持股[US],移动支付[US],信用支付[US],科技股[US],明星股[US],高分红概念[US],美股概念板块",389633070200.79,金融,金融服务,交易与支付处理服务,20060525,942212343.0,942212343.0,主板,169,MA
PG.N,宝洁,153.610,-0.292,居家用品,"健康产业[US],明星股[US],巴菲特持股[US],电子商务[US],ESG概念[US],高分红概念[US],美股概念板块",362018872473.6,日常消费品,家庭与个人用品,居家用品,18910611,2356893701.0,2356893701.0,主板,169,PG
AVGO.O,博通,849.200,-0.094,半导体产品与设备,"苹果概念股[US],科技股[US],半导体[US],芯片概念[US],元宇宙[US],5G[US],CPO（共封装光学）概念[US],明星股[US],高分红概念[US],华为海外供应商[US],信息技术板块",350494989996.8,信息技术,半导体产品与设备,半导体产品,20160201,412735504.0,412735504.0,Nasdaq Global Select Market,185,AVGO
HD.N,家得宝,314.620,-0.835,专营零售,"明星股[US],现代服务业[US],电子商务[US],ESG概念[US],高分红概念[US],美股概念板块",314630758597.02,非日常生活消费品,非必需消费品分销和零售,家庭装潢零售,19810901,1000065982.0,1000065982.0,主板,169,HD
CVX.N,雪佛龙,167.210,-0.012,石油、天然气与消费用燃料,"页岩油[US],天然气[US],油气装备[US],明星股[US],高分红概念[US],巴菲特持股[US],能源板块",312203400449.6,能源,能源,综合性石油与天然气企业,19210624,1867245218.0,1867245218.0,主板,169,CVX
ORCL.N,甲骨文,112.790,0.499,软件,"大数据[US],科技股[US],云计算[US],特朗普概念[US],智慧城市[US],SaaS概念[US],区块链[US],明星股[US],高分红概念[US],华为海外供应商[US],信息技术板块",308969614170.0,信息技术,软件与服务,系统软件,20130715,2739821000.0,2739821000.0,主板,169,ORCL
MRK.N,默沙东,107.370,-0.427,制药,"生物医药[US],抗癌医药[US],生物疫苗[US],特朗普概念[US],特朗普税改[US],明星股[US],高分红概念[US],健康产业[US],医疗保健板块",272428272703.84,医疗保健,制药、生物科技和生命科学,制药,19460515,2537521169.0,2537521169.0,主板,169,MRK
ABBV.N,艾伯维,153.510,-0.292,制药,"生物医药[US],明星股[US],高分红概念[US],巴菲特持股[US],医疗保健板块",270917014913.2,医疗保健,制药、生物科技和生命科学,制药,20130102,1765046680.0,1765046680.0,主板,169,ABBV
TM.N,丰田汽车,195.035,3.218,汽车,"明星股[US],新能源汽车[US],汽车制造[US],固态电池[US],日本概念[US],新能源汽车[US],高分红概念[US],美股概念板块",264243474796.26,非日常生活消费品,汽车与汽车零部件,汽车制造商,19990929,1354816831.4,1354816831.4,主板,169,TM
KO.N,可口可乐,58.185,-0.206,饮料,"明星股[US],巴菲特持股[US],O2O[US],高分红概念[US],美股概念板块",251590381162.16,日常消费品,食品、饮料与烟草,软饮料与不含酒精饮料,19190915,4324344812.0,4324344812.0,主板,169,KO
COST.O,好市多,564.350,0.290,日常消费品分销和零售,"物流[US],新零售[US],明星股[US],高分红概念[US],美股概念板块",250090845252.35,日常消费品,日常消费品分销和零售,日常消费品零售,19931021,443148481.0,443148481.0,Nasdaq Global Select Market,185,COST
ADBE.O,奥多比,541.690,1.741,软件,"科技股[US],元宇宙[US],SaaS概念[US],明星股[US],ESG概念[US],美股概念板块",246902302000.0,信息技术,软件与服务,应用软件,19860815,455800000.0,455800000.0,Nasdaq Global Select Market,185,ADBE
PEP.O,百事,178.320,-0.591,饮料,"明星股[US],体育[US],高分红概念[US],美股概念板块",245471854553.52,日常消费品,食品、饮料与烟草,软饮料与不含酒精饮料,20171220,1376580611.0,1376580611.0,Nasdaq Global Select Market,185,PEP
ASML.O,阿斯麦,593.770,-0.663,半导体产品与设备,"半导体[US],明星股[US],高分红概念[US],美股概念板块",233589118000.0,信息技术,半导体产品与设备,半导体材料与设备,19950314,393400000.0,393400000.0,Nasdaq Global Select Market,185,ASML
BAC.N,美国银行,28.650,-0.383,商业银行,"巴菲特持股[US],财产管理[US],明星股[US],高分红概念[US],金融板块",227663550866.7,金融,银行,综合性银行,19790605,7946371758.0,7946371758.0,主板,169,BAC
CSCO.O,思科,55.840,-0.481,通信设备,"网络安全[US],智慧城市[US],互联网+[US],人工智能[US],特朗普税改[US],科技股[US],5G[US],云办公[US],CPO（共封装光学）概念[US],明星股[US],高分红概念[US],信息技术板块",226423258602.72,信息技术,技术硬件与设备,通信设备,19900216,4054857783.0,4054857783.0,Nasdaq Global Select Market,185,CSCO
BABA.N,阿里巴巴,87.100,0.103,多品类零售,"人工智能[US],云计算[US],电子商务[US],科技股[US],明星股[US],芯片概念[US],CDR概念[US],新零售[US],电子竞技[US],AIGC概念[US],NFT概念[US],元宇宙[US],智慧城市[US],量子通信[US],物联网[US],数字音乐[US],BIT概念[US],云办公[US],大数据[US],SEC确定摘牌名单[US],中概股指数[US],回港中概股[US],热门中概股[US],平台经济[US],工业互联网[US],5G[US],美国中资概念股,互联网板块",221849984458.05,非日常生活消费品,非必需消费品分销和零售,多品类零售,20140919,2546779755.0,2546779755.0,主板,169,BABA
SHEL.N,壳牌,65.170,-0.092,石油、天然气与消费用燃料,英国概念[US],219466847372.01,能源,能源,综合性石油与天然气企业,20220131,3367605453.0,3367605453.0,主板,169,SHEL
NVS.N,诺华,102.910,0.823,制药,"CAR-T[US],明星股[US],高分红概念[US],医疗保健板块",212845001930.5,医疗保健,制药、生物科技和生命科学,制药,20000512,2068263550.0,2068263550.0,主板,169,NVS
CRM.N,赛富时,215.690,0.326,软件,"人工智能[US],云计算[US],SaaS概念[US],科技股[US],明星股[US],ESG概念[US],互联网板块",209876100000.0,信息技术,软件与服务,应用软件,20040623,973000000.0,973000000.0,主板,169,CRM
AZN.O,阿斯利康,66.670,0.060,制药,"减肥药[US],英国概念[US],明星股[US],抗疫概念[US],美股概念板块",206663314515.76,医疗保健,制药、生物科技和生命科学,制药,20200928,3099794728.0,3099794728.0,Nasdaq Global Select Market,185,AZN
MCD.N,麦当劳,278.130,0.148,酒店、餐馆与休闲,"餐饮连锁[US],O2O[US],明星股[US],高分红概念[US],美股概念板块",202690978904.76,非日常生活消费品,消费者服务,餐馆,19650421,728763452.0,728763452.0,主板,169,MCD
ACN.N,埃森哲,317.440,0.459,专业服务,"现代服务业[US],明星股[US],高分红概念[US],美股概念板块",200276668220.72,工业,商业和专业服务,调查和咨询服务,20090901,631130584.0,631130584.0,主板,169,ACN
TMO.N,赛默飞世尔,508.720,0.199,生命科学工具和服务,"健康产业[US],明星股[US],医疗保健板块",196348087516.02,医疗保健,制药、生物科技和生命科学,生命科学工具和服务,19800101,385949773.0,385949773.0,主板,169,TMO
PFE.N,辉瑞,33.980,1.040,制药,"生物医药[US],抗癌医药[US],特朗普税改[US],抗疫概念[US],明星股[US],高分红概念[US],医疗保健板块",191906165784.3,医疗保健,制药、生物科技和生命科学,制药,19440117,5645959570.0,5645959570.0,主板,169,PFE
LIN.N,Linde,390.200,0.581,化学制品,"氢能源[US],明星股[US],高分红概念[US],美股概念板块",190191538869.92,原材料,原材料,工业气体,20181031,487945864.0,487945864.0,主板,169,LIN
CMCSA.O,康卡斯特,45.730,0.197,媒体,"文化传媒[US],明星股[US],高分红概念[US],美股概念板块",188642328614.52,通讯业务,媒体与娱乐,有线和卫星电视,19720629,4125132924.0,4125132924.0,Nasdaq Global Select Market,185,CMCSA
DHR.N,丹纳赫,255.220,0.575,生命科学工具和服务,"医疗器械[US],明星股[US],美股概念板块",188449610056.22,医疗保健,制药、生物科技和生命科学,生命科学工具和服务,19691210,738352114.0,738352114.0,主板,169,DHR
NFLX.O,奈飞,396.200,0.456,娱乐,"科技股[US],流媒体[US],明星股[US],科技巨头概念[US],互联网板块",175574742746.2,通讯业务,媒体与娱乐,电影和娱乐,20020523,443146751.0,443146751.0,Nasdaq Global Select Market,185,NFLX
ABT.N,雅培,100.660,-0.327,医疗保健设备与用品,"生物医药[US],婴幼儿产品[US],健康产业[US],明星股[US],高分红概念[US],抗疫概念[US],医疗保健板块",174698487846.6,医疗保健,医疗保健设备与服务,医疗保健设备,19370301,1735357980.0,1735357980.0,主板,169,ABT
TMUS.O,T-Mobile US,142.470,1.179,无线电信业务,"明星股[US],电信运营[US],5G[US],巴菲特持股[US],美股概念板块",167609861415.63,通讯业务,电信业务,无线电信业务,20151027,1176457229.0,1176457229.0,Nasdaq Global Select Market,185,TMUS
SAP.N,SAP,134.640,-0.399,软件,"SaaS概念[US],明星股[US],高分红概念[US],信息技术板块",165479520050.4,信息技术,软件与服务,应用软件,19980803,1228504232.0,1228504232.0,主板,169,SAP
AMD.O,超威半导体,101.610,-0.742,半导体产品与设备,"半导体[US],虚拟现实[US],芯片概念[US],先进封装（Chiplet）[US],元宇宙[US],苹果概念股[US],区块链[US],数据中心[US],明星股[US],美股概念板块",164168368921.8,信息技术,半导体产品与设备,半导体产品,20150102,1615671380.0,1615671380.0,Nasdaq Capital Market,186,AMD
TTE.N,道达尔,66.360,1.314,石油、天然气与消费用燃料,能源板块,161165926210.41,能源,能源,综合性石油与天然气企业,19911025,2429759177.0,2429759177.0,主板,169,TTE
WFC.N,富国银行,43.210,-0.484,商业银行,"巴菲特持股[US],明星股[US],财产管理[US],高分红概念[US],贸易战受益股[US],金融板块",158132615825.14,金融,银行,综合性银行,19621210,3658783337.0,3658783337.0,主板,169,WFC
HSBC.N,汇丰控股,39.440,1.102,商业银行,"英国概念[US],明星股[US],高分红概念[US],金融板块",157294944002.37,金融,银行,综合性银行,19990716,3987164998.4,3987164998.4,主板,169,HSBC
INTC.O,英特尔,36.340,-4.343,半导体产品与设备,"芯片概念[US],科技股[US],半导体[US],先进封装（Chiplet）[US],CPO（共封装光学）概念[US],人工智能[US],智慧城市[US],苹果概念股[US],元宇宙[US],数据中心[US],明星股[US],高分红概念[US],华为海外供应商[US],5G[US],信息技术板块",152191920000.0,信息技术,半导体产品与设备,半导体产品,19711013,4188000000.0,4188000000.0,Nasdaq Global Select Market,185,INTC
PM.N,菲利普莫里斯,97.320,0.371,烟草,"明星股[US],高分红概念[US],美股概念板块",151074234182.76,日常消费品,食品、饮料与烟草,烟草,20080318,1552345193.0,1552345193.0,主板,169,PM
DIS.N,迪士尼,81.960,-3.623,娱乐,"品牌服饰[US],文化传媒[US],玩具及消闲用品[US],元宇宙[US],明星股[US],高分红概念[US],美股概念板块",149932073970.66,通讯业务,媒体与娱乐,电影和娱乐,19571112,1829778789.0,1829778789.0,主板,169,DIS
INTU.O,财捷,529.190,-1.088,软件,"财产管理[US],SaaS概念[US],明星股[US],ESG概念[US],美股概念板块",148310521100.67,信息技术,软件与服务,应用软件,19930312,280259493.0,280259493.0,Nasdaq Global Select Market,185,INTU
TXN.O,德州仪器,163.140,0.190,半导体产品与设备,"无线充电[US],半导体[US],MCU[US],苹果概念股[US],元宇宙[US],明星股[US],ESG概念[US],高分红概念[US],华为海外供应商[US],信息技术板块",148125626586.78,信息技术,半导体产品与设备,半导体产品,20120103,907966327.0,907966327.0,Nasdaq Global Select Market,185,TXN
COP.N,康菲石油,123.160,-1.060,石油、天然气与消费用燃料,"油气装备[US],天然气[US],页岩油[US],明星股[US],高分红概念[US],能源板块",147482951286.68,能源,能源,石油与天然气的勘探与生产,20020903,1197490673.0,1197490673.0,主板,169,COP
MS.N,摩根士丹利,88.480,-0.226,资本市场,"财产管理[US],明星股[US],高分红概念[US],金融板块",146658111995.8,金融,金融服务,投资银行业与经纪业,19860321,1656966580.0,1656966580.0,主板,169,MS
BHP.N,必和必拓集团,57.835,-0.704,金属与采矿,"煤炭概念[US],明星股[US],高分红概念[US],美股概念板块",146503530479.52,原材料,原材料,多种金属与采矿,19870528,2532910278.0,2532910278.0,主板,169,BHP
NKE.N,耐克,94.610,-0.932,纺织品、服装与奢侈品,"品牌服饰[US],体育[US],明星股[US],高分红概念[US],美股概念板块",144765913548.96,非日常生活消费品,耐用消费品与服装,鞋类,19801205,1529971608.0,1529971608.0,主板,169,NKE
CAT.N,卡特彼勒,279.730,-0.452,机械制造,"工程建设[US],农业现代化[US],特朗普概念[US],基础建设[US],明星股[US],高分红概念[US],美股概念板块",142671719937.99,工业,资本品,建筑机械和重型运输设备,19291202,510143097.0,510143097.0,主板,169,CAT
AMGN.O,安进,264.310,0.441,生物科技,"生物医药[US],明星股[US],高分红概念[US],医疗保健板块",141379731150.11,医疗保健,制药、生物科技和生命科学,生物科技,19830617,534901181.0,534901181.0,Nasdaq Global Select Market,185,AMGN
VZ.N,威瑞森通信,33.410,-0.388,综合电信业务,"电信运营[US],巴菲特持股[US],5G[US],互联网+[US],明星股[US],高分红概念[US],美股概念板块,现代服务业[US],贸易战受益股[US]",140414935499.0,通讯业务,电信业务,综合电信业务,19831125,4204039985.0,4204039985.0,主板,169,VZ
SNY.O,赛诺菲-安万特,54.870,1.461,制药,"减肥药[US],明星股[US],医疗保健板块",138534478982.94,医疗保健,制药、生物科技和生命科学,制药,20190102,2524776362.0,2524776362.0,Nasdaq Global Select Market,185,SNY
KOF.N,可口可乐凡萨瓶装,81.590,2.194,饮料,"明星股[US],高分红概念[US],美股概念板块",136974263482.4,日常消费品,食品、饮料与烟草,软饮料与不含酒精饮料,19930914,1680665809.6,1680665809.6,主板,169,KOF
NEE.N,新纪元能源,67.590,-0.953,电力公用事业,"风电[US],明星股[US],高分红概念[US],美股概念板块",136782829057.23,公用事业,公用事业,电力公用事业,19500215,2023713997.0,2023713997.0,主板,169,NEE
UPS.N,联合包裹,158.050,-0.271,航空货运与物流,"明星股[US],物流[US],巴菲特持股[US],高分红概念[US],美股概念板块",135011626960.89,工业,运输,航空货运与物流,19991110,854449889.0,854449889.0,主板,169,UPS
IBM.N,IBM,146.550,0.986,信息技术服务,"大数据[US],云计算[US],区块链[US],芯片概念[US],人工智能[US],特朗普税改[US],智慧城市[US],量子通信[US],科技股[US],BIT概念[US],明星股[US],高分红概念[US],信息技术板块",133480634284.8,信息技术,软件与服务,信息科技咨询与其它服务,19151111,911006240.0,911006240.0,主板,169,IBM
PDD.O,拼多多,98.350,-1.463,多品类零售,"电子商务[US],腾讯概念[US],SEC确定摘牌名单[US],明星股[US],中概股指数[US],平台经济[US],美股概念板块,热门中概股[US],美国中资概念股",130666541186.65,非日常生活消费品,非必需消费品分销和零售,多品类零售,20180726,1328587099.0,1328587099.0,Nasdaq Global Select Market,185,PDD
HON.O,霍尼韦尔,195.350,0.458,工业集团企业,"航空[US],明星股[US]",129704865936.55,工业,资本品,工业集团企业,20210512,663961433.0,663961433.0,Nasdaq Global Select Market,185,HON
UNP.N,联合太平洋,211.790,-0.647,地面运输,"物流[US],明星股[US],高分红概念[US],美股概念板块",129064542650.55,工业,运输,铁路运输,19690620,609456215.0,609456215.0,主板,169,UNP
RY.N,加拿大皇家银行,91.040,-0.372,商业银行,"明星股[US],高分红概念[US],金融板块",127038976128.75,金融,银行,综合性银行,19951020,1395266075.0,1395266075.0,主板,169,RY
UL.N,联合利华,50.490,-0.591,居家用品,"英国概念[US],明星股[US],高分红概念[US],美股概念板块",126988810952.85,日常消费品,家庭与个人用品,居家用品,19611212,2515127965.0,2515127965.0,主板,169,UL
GE.N,通用电气,116.210,-0.309,工业集团企业,"航空[US],特朗普税改[US],智慧城市[US],明星股[US],高分红概念[US],美股概念板块,工业互联网[US]",126480429808.53,工业,资本品,工业集团企业,18920623,1088378193.0,1088378193.0,主板,169,GE
LOW.N,劳氏,217.580,-0.101,专营零售,"明星股[US],高分红概念[US],美股概念板块",125522560132.5,非日常生活消费品,非必需消费品分销和零售,家庭装潢零售,19791219,577115219.0,577115219.0,主板,169,LOW
SPGI.N,标普全球,389.160,-0.054,资本市场,"明星股[US],美股概念板块",123878442000.0,金融,金融服务,金融交易所和数据,19290214,318200000.0,318200000.0,主板,169,SPGI
QCOM.O,高通,110.720,-1.800,半导体产品与设备,"半导体[US],集成电路[US],苹果概念股[US],芯片概念[US],人工智能[US],虚拟现实[US],无线充电[US],智慧城市[US],科技股[US],元宇宙[US],5G[US],明星股[US],高分红概念[US],华为海外供应商[US],信息技术板块",123563520000.0,信息技术,半导体产品与设备,半导体产品,19911213,1116000000.0,1116000000.0,Nasdaq Global Select Market,185,QCOM
BA.N,波音,204.500,-0.312,航空航天与国防,"军工[US],特朗普概念[US],航空[US],无人机[US],太空概念[US],明星股[US],高分红概念[US],美股概念板块",123343062721.92,工业,资本品,航天航空与国防,19340905,603203554.0,603203554.0,主板,169,BA
BMY.N,百时美施贵宝,58.650,0.085,制药,"抗癌医药[US],生物医药[US],生物疫苗[US],明星股[US],高分红概念[US],巴菲特持股[US],医疗保健板块",122484104258.23,医疗保健,制药、生物科技和生命科学,制药,19290705,2089102921.0,2089102921.0,主板,169,BMY
AXP.N,美国运通,159.350,-0.175,消费信贷,"信用支付[US],巴菲特持股[US],区块链[US],明星股[US],高分红概念[US],金融板块",117354721253.2,金融,金融服务,消费信贷,19770518,736458872.0,736458872.0,主板,169,AXP
HDB.N,HDFC银行,62.930,-0.726,商业银行,"印度概念[US],明星股[US],金融板块",117063003650.28,金融,银行,综合性银行,20010720,1859914262.0,1859914262.0,主板,169,HDB
NOW.N,ServiceNow,572.210,-1.068,软件,"SaaS概念[US],明星股[US],互联网板块",116908132110.0,信息技术,软件与服务,系统软件,20120629,204267000.0,204267000.0,主板,169,NOW
AMAT.O,应用材料,137.710,-1.825,半导体产品与设备,"太阳能[US],半导体[US],光伏概念[US],OLED[US],明星股[US],ESG概念[US],信息技术板块",115199076758.92,信息技术,半导体产品与设备,半导体材料与设备,19780106,836533852.0,836533852.0,Nasdaq Global Select Market,185,AMAT
DE.N,迪尔,398.620,-2.957,机械制造,"农业现代化[US],明星股[US],美股概念板块,盖茨持股[US]",114822950044.13,工业,资本品,建筑机械和重型运输设备,19330629,288000577.0,288000577.0,主板,169,DE
BUD.N,百威英博,57.490,-0.278,饮料,"明星股[US],啤酒概念[US],酒精饮料[US],高分红概念[US],美股概念板块",114184000284.36,日常消费品,食品、饮料与烟草,啤酒酿造商,20090916,1986499657.0,1986499657.0,主板,169,BUD
TD.N,多伦多道明银行,61.700,-0.740,商业银行,"明星股[US],高分红概念[US],金融板块",112735813878.47,金融,银行,综合性银行,19960830,1827456863.0,1827456863.0,主板,169,TD
GS.N,高盛,341.910,-0.417,资本市场,"明星股[US],财产管理[US],高分红概念[US],金融板块",112711246566.87,金融,金融服务,投资银行业与经纪业,19990504,329671083.0,329671083.0,主板,169,GS
PLD.N,安博,121.580,-0.945,工业REIT,"物流[US],明星股[US],ESG概念[US],高分红概念[US],美股概念板块",112313903340.0,房地产,房地产投资信托（REITs）,工业REIT,19971121,923862000.0,923862000.0,主板,169,PLD
SYK.N,史赛克,293.660,0.167,医疗保健设备与用品,"医疗器械[US],明星股[US],医疗保健板块",111544678325.09,医疗保健,医疗保健设备与服务,医疗保健设备,19970724,379778279.0,379778279.0,主板,169,SYK
BP.N,英国石油,38.815,0.674,石油、天然气与消费用燃料,"明星股[US],英国概念[US],高分红概念[US],能源板块",111408731998.52,能源,能源,石油与天然气的炼制和营销,21710911,2869879752.6667,2869879752.6667,主板,169,BP
BKNG.O,Booking Holdings,3112.750,-1.443,酒店、餐馆与休闲,"旅游观光[US],明星股[US],美股概念板块",111100758589.0,非日常生活消费品,消费者服务,酒店、度假村与豪华游轮,19990329,35692156.0,35692156.0,Nasdaq Global Select Market,185,BKNG
MDT.N,美敦力,82.620,-0.205,医疗保健设备与用品,"医疗器械[US],智能穿戴[US],健康产业[US],明星股[US],高分红概念[US],医疗保健板块",109942000705.19,医疗保健,医疗保健设备与服务,医疗保健设备,20150127,1330533713.0,1330533713.0,主板,169,MDT
RTX.N,RTX,75.100,-0.133,航空航天与国防,"明星股[US],高分红概念[US],美股概念板块",109280061995.52,工业,资本品,航天航空与国防,19340905,1455514944.0,1455514944.0,主板,169,RTX
SBUX.O,星巴克,95.290,-1.519,酒店、餐馆与休闲,"健康产业[US],O2O[US],餐饮连锁[US],移动支付[US],明星股[US],高分红概念[US],美股概念板块",109145166000.0,非日常生活消费品,消费者服务,餐馆,19920626,1145400000.0,1145400000.0,Nasdaq Global Select Market,185,SBUX
T.N,美国电话电报,15.220,0.795,综合电信业务,"量子通信[US],电信运营[US],5G[US],互联网+[US],明星股[US],高分红概念[US],美股概念板块,现代服务业[US]",108742758767.37,通讯业务,电信业务,综合电信业务,19831125,7149425297.0,7149425297.0,主板,169,T
MUFG.N,三菱日联金融,8.920,2.532,商业银行,"日本概念[US],明星股[US],高分红概念[US],金融板块",107135586680.76,金融,银行,综合性银行,19890922,12024196036.0,12024196036.0,主板,169,MUFG
LMT.N,洛克希德马丁,425.250,-1.059,航空航天与国防,"航空[US],特朗普概念[US],军工[US],无人机[US],明星股[US],高分红概念[US],太空概念[US],美股概念板块",107106439103.22,工业,资本品,航天航空与国防,19611011,251831462.0,251831462.0,主板,169,LMT
SONY.N,索尼,86.540,-0.254,家庭耐用消费品,"玩具及消闲用品[US],日本概念[US],数字音乐[US],元宇宙[US],网络游戏[US],消费电子[US],美股概念板块",106725141638.66,非日常生活消费品,耐用消费品与服装,消费电子产品,19700917,1233246379.0,1233246379.0,主板,169,SONY
