isin,euronext_code,证券名称,degiro_symbol,证券代码,category,currency,exchangeId,exchange_degiro,exchange_mic_code,exchange_name,market,isShortable,feedQuality,feedQualitySecondary,icb_industry,full_symbol,isin_tv,logoid,type,Value.Traded,market_cap_basic,fundamental_currency_code,sector,industry,is_primary,exchange,country,currency_id,forex_rate,总市值,成交额,换手率,地区,is_primary_listing,primary_symbol,ticker_title,code,correct_industry,名称翻译,en_name,dr_name,一级行业,二级行业,三级行业,市场,异动值,exchange_code,trade_currency,最新价,涨跌幅,last_traded_at,close_price,trading_date
FR0010326090,FR0010326090-ALXP,Vialife,ALVIA,ALVIA,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Specialty Retailers,,,,,,,,,,,,,,,,,,,,,,,,,Vialife,,,,,,,,,,,,,
FR0010095596,FR0010095596-ALXP,Onxeo,ONXEO,ALVIO,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Biotechnology,EURONEXT:ALVIO,FR0010095596,onxeo-sa,stock,1968.172,18675653.365,USD,Health Technology,Pharmaceuticals: Major,True,EURONEXT,France,EUR,1.07119,0.1867565336499999,2.10828616468e-05,0.0001,欧洲,True,EURONEXT:ALVIO,VALERIO THERAPEUTICS,,,,Onxeo,,医药,制药,主要制药,法国,3.214999537844722e-05,,,,,,,
FR0004029478,FR0004029478-ALXP,Visiativ SA,ALVIV,ALVIV,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Computer Services,EURONEXT:ALVIV,FR0004029478,visiativ-sa,stock,649.8000000000001,174873043.9803,USD,Technology Services,Information Technology Services,True,EURONEXT,France,EUR,1.07119,1.748730439803,6.960592620000001e-06,0.0,欧洲,True,EURONEXT:ALVIV,VISIATIV,,,,Visiativ SA,,科技,IT技术,信息技术,法国,7.927319734492831e-17,,,,,,,
FR0013481835,FR0013481835-ALXP,Visiomed Group SA,ALVMG,ALVMG,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Medical Equipment,EURONEXT:ALVMG,FR0013481835,visiomed,stock,96111.1258,58092785.0636,USD,Health Technology,Medical Specialties,True,EURONEXT,France,EUR,1.07119,0.5809278506359999,0.001029532768457,0.0018,欧洲,True,EURONEXT:ALVMG,VISIOMED,,,,Visiomed Group SA,,医药,医疗,医疗器械,法国,0.0012779443202817,,,,,,,
FR0010766667,FR0010766667-ALXP,Vente-Unique.Com SA,ALVU,ALVU,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Home Improvement Retailers,EURONEXT:ALVU,FR0010766667,vente-uniquecom-sa,stock,7697.599999999999,139858207.647,USD,Retail Trade,Internet Retail,True,EURONEXT,France,EUR,1.07119,1.39858207647,8.245592144000001e-05,0.0001,欧洲,True,EURONEXT:ALVU,VENTE UNIQUE.COM,,,,Vente-Unique.Com SA,,科技,IT技术,网络零售,法国,0.0,,,,,,,
IT0004359037,IT0004359037-MTAA,algoWatt,ALW,ALW,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Alternative Electricity,MIL:ALW,IT0004359037,algowatt-spa,stock,26491.542,11516525.4359,USD,Technology Services,Packaged Software,True,MIL,Italy,EUR,1.07119,0.1151652543589999,0.0002837747487498,0.0025,欧洲,True,MIL:ALW,ALGOWATT,,,,algoWatt,,科技,IT技术,软件开发,意大利,8.64425359051137e-05,MTAA,EUR,0.231,-0.86,15:18 CEST26 Apr 2024,0.233,25 Apr 2024
FR0013079092,FR0013079092-ALXP,We. Connect SA,ALWEC,ALWEC,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Specialty Retailers,EURONEXT:ALWEC,FR0013079092,we-connect,stock,4582.5,58102785.8457,USD,Electronic Technology,Computer Peripherals,True,EURONEXT,France,EUR,1.07119,0.581027858457,4.9087281750000005e-05,0.0001,欧洲,True,EURONEXT:ALWEC,WE.CONNECT,,,,We. Connect SA,,科技,电子,电脑周边,法国,0.0,,,,,,,
FR0010688440,FR0010688440-ALXP,WEDIA,ALWED,ALWED,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Software,EURONEXT:ALWED,FR0010688440,,stock,23.6,21579348.2131,USD,Technology Services,Information Technology Services,True,EURONEXT,France,EUR,1.07119,0.215793482131,2.5280084e-07,0.0,欧洲,True,EURONEXT:ALWED,WEDIA,,,,WEDIA,,科技,IT技术,信息技术,法国,0.0,,,,,,,
FR0014000P11,FR0014000P11-ALXP,Winfarm SA,ALWF,ALWF,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Farming/Fishing/Ranching and Plantations,EURONEXT:ALWF,FR0014000P11,,stock,6217.12,10585785.4812,USD,Distribution Services,Wholesale Distributors,True,EURONEXT,France,EUR,1.07119,0.105857854812,6.6597167728e-05,0.0006,欧洲,True,EURONEXT:ALWF,WINFARM,,,,Winfarm SA,,消费,经销商,批发经销商,法国,2.6889859475104927e-05,,,,,,,
FR0013143872,FR0013143872-ALXP,Witbe SA,ALWIT,ALWIT,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Software,EURONEXT:ALWIT,FR0013143872,witbenet,stock,3670.86,17213976.254499998,USD,Technology Services,Packaged Software,True,EURONEXT,France,EUR,1.07119,0.172139762545,3.9321885234e-05,0.0002,欧洲,True,EURONEXT:ALWIT,WITBE,,,,Witbe SA,,科技,IT技术,软件开发,法国,1.5357520707048154e-05,,,,,,,
NL0012194724,NL0012194724-XAMS,Alumexx,ALX,ALX,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,,Chemicals: Diversified,EURONEXT:ALX,NL0012194724,alumexx-n-v,stock,4454.799999999999,10580765.2452,USD,Non-Energy Minerals,Aluminum,True,EURONEXT,Netherlands,EUR,1.07119,0.105807652452,4.771937212e-05,0.0005,欧洲,True,EURONEXT:ALX,ALUMEXX N.V.,,,,Alumexx,,资源,矿产,铝,荷兰,1.064242416120046e-05,XAMS,EUR,1.40,-0.71,13:33 CEST26 Apr 2024,1.41,25 Apr 2024
FR0014004L86,FR0014004L86-XPAR,达索航空,AM,AM,A,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,CX,Aerospace,EURONEXT:AM,FR0014004L86,dassault-aviation,stock,1268265.6,17023631894.4137,USD,Electronic Technology,Aerospace & Defense,True,EURONEXT,France,EUR,1.07119,170.236318944137,0.0135855342806399,0.0001,欧洲,True,EURONEXT:AM,DASSAULT AVIATION,,,达索航空,DASSAULT AVIATION,达索航空,制造业,机械,航空航天与国防,法国,1.496905057669967e-05,XPAR,EUR,201.60,-0.1,15:33 CEST26 Apr 2024,201.80,25 Apr 2024
NL0000888691,NL0000888691-XAMS,Advanced Metallurgical Group,AMG,AMG,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,CX,Machinery: Industrial,EURONEXT:AMG,NL0000888691,amg-advanced-metallurgical-group,stock,3053683.86,744024434.6618,USD,Non-Energy Minerals,Other Metals/Minerals,True,EURONEXT,Netherlands,EUR,1.07119,7.440244346618,0.032710756139934,0.0044,欧洲,True,EURONEXT:AMG,AMG CRITICAL MATERIALS N.V.,,,,Advanced Metallurgical Group,,资源,矿产,其他金属,荷兰,0.032417725333421,XAMS,EUR,22.38,-3.62,15:33 CEST26 Apr 2024,23.22,25 Apr 2024
IT0004056880,IT0004056880-MTAA,Amplifon,AMP,AMP,A,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Medical Supplies,MIL:AMP,IT0004056880,amplifon,stock,4467939.97,7480144143.9724,USD,Distribution Services,Medical Distributors,True,MIL,Italy,EUR,1.07119,74.801441439724,0.047860126164643,0.0006,欧洲,True,MIL:AMP,AMPLIFON,,,,Amplifon,,消费,经销商,医疗经销商,意大利,0.0038969712416227,MTAA,EUR,31.31,0.93,15:33 CEST26 Apr 2024,31.02,25 Apr 2024
FR0012789667,FR0012789667-XPAR,Amplitude Surgical SA,AMPLI,AMPLI,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Medical Equipment,EURONEXT:AMPLI,FR0012789667,,stock,1002.0,154535864.1313,USD,Health Technology,Medical Specialties,True,EURONEXT,France,EUR,1.07119,1.545358641313,1.07333238e-05,0.0,欧洲,True,EURONEXT:AMPLI,AMPLITUDE SURGICAL,,,,Amplitude Surgical SA,,医药,医疗,医疗器械,法国,0.0,XPAR,EUR,3.00,0,13:52 CEST26 Apr 2024,3.00,25 Apr 2024
FR0004125920,FR0004125920-XPAR,东方汇理,AMUN,AMUN,B,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,,Asset Managers and Custodians,EURONEXT:AMUN,FR0004125920,amundi,stock,10053176.1,13928959979.8772,USD,Finance,Investment Managers,True,EURONEXT,France,EUR,1.07119,139.289599798772,0.10768861706559,0.0008,欧洲,True,EURONEXT:AMUN,AMUNDI,,,东方汇理,Amundi SA,东方汇理,金融,资产管理,投资经理,法国,0.0780830779109891,XPAR,EUR,66.45,4.4,15:33 CEST26 Apr 2024,63.65,25 Apr 2024
NL0010696704,NL0010696704-XAMS,Almunda Professional N.V.,NOVI,AMUND,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,,Professional Business Support Services,EURONEXT:AMUND,NL0010696704,almunda-professional-n-v,stock,67.08,21158318.8266,USD,Commercial Services,Miscellaneous Commercial Services,True,EURONEXT,Netherlands,EUR,1.07119,0.211583188266,7.18554252e-07,0.0,欧洲,True,EURONEXT:AMUND,ALMUNDA PROFESSIONAL N.V.,,,,Almunda Professional N.V.,,消费,商业服务,综合商业,荷兰,0.0,XAMS,EUR,1.29,0,11:38 CEST26 Apr 2024,1.29,25 Apr 2024
IT0004998065,IT0004998065-MTAA,Anima Holding,ANIM,ANIM,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Asset Managers and Custodians,MIL:ANIM,IT0004998065,anima,stock,1082069.15,1477901387.9897,USD,Finance,Investment Managers,True,MIL,Italy,EUR,1.07119,14.779013879897,0.011591016527885,0.0008,欧洲,True,MIL:ANIM,ANIMA HOLDING,,,,Anima Holding,,金融,资产管理,投资经理,意大利,0.0025058521656681,MTAA,EUR,4.406,1.85,15:33 CEST26 Apr 2024,4.326,25 Apr 2024
FR0014005AL0,FR0014005AL0-XPAR,ANTIN INFRA PARTN,ANTIN,ANTIN,C,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Asset Managers and Custodians,EURONEXT:ANTIN,FR0014005AL0,antin-infrastructure-partners,stock,71641.01999999999,2356625026.6084,USD,Finance,Investment Managers,True,EURONEXT,France,EUR,1.07119,23.566250266084,0.000767411442138,0.0,欧洲,True,EURONEXT:ANTIN,ANTIN INFRASTRUCTURE PARTNERS,,,,ANTIN INFRA PARTN,,金融,资产管理,投资经理,法国,0.0002888195992054,XPAR,EUR,12.54,2.28,14:51 CEST26 Apr 2024,12.26,25 Apr 2024
LU0569974404,LU0569974404-XAMS,Aperam SA,APAM,APAM,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,CX,Iron and Steel,EURONEXT:APAM,LU0569974404,aperam,stock,1618955.36,2229811872.1718,USD,Non-Energy Minerals,Steel,True,EURONEXT,Luxembourg,EUR,1.07119,22.298118721718,0.017342087920784,0.0008,欧洲,True,EURONEXT:APAM,APERAM,,,,Aperam SA,,资源,矿产,钢,荷兰,0.005908837998816,"XAMS, XBRU, XPAR",EUR,27.94,2.12,15:33 CEST26 Apr 2024,27.36,25 Apr 2024
FR0014003U94,FR0014003U94-XPAR,ARAMIS PROMESSES,ARAMI,ARAMI,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Specialty Retailers,EURONEXT:ARAMI,FR0014003U94,aramis-sa,stock,160088.76,310192438.0238,USD,Retail Trade,Internet Retail,True,EURONEXT,France,EUR,1.07119,3.101924380238,0.001714854788244,0.0006,欧洲,True,EURONEXT:ARAMI,ARAMIS,,,,ARAMIS PROMESSES,,科技,IT技术,网络零售,法国,0.0008254957931803,XPAR,EUR,3.555,1.86,15:02 CEST26 Apr 2024,3.49,25 Apr 2024
NL0006237562,NL0006237562-XAMS,Arcadis,ARCAD,ARCAD,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,CX,Engineering and Contracting Services,EURONEXT:ARCAD,NL0006237562,arcadis,stock,5045808.9,5763441333.8142,USD,Industrial Services,Engineering & Construction,True,EURONEXT,Netherlands,EUR,1.07119,57.634413338142,0.05405020035591,0.0009,欧洲,True,EURONEXT:ARCAD,ARCADIS,,,,Arcadis,,制造业,建筑业,建筑工程,荷兰,0.0004066601682593,XAMS,EUR,60.75,0.33,15:33 CEST26 Apr 2024,60.55,25 Apr 2024
FR0000039216,FR0000039216-XPAR,Altareit,AREIT,AREIT,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Real Estate Holding and Development,EURONEXT:AREIT,FR0000039216,altareit,stock,940.0,867402310.2564,USD,Finance,Real Estate Investment Trusts,True,EURONEXT,France,EUR,1.07119,8.674023102564,1.0069186e-05,0.0,欧洲,True,EURONEXT:AREIT,ALTAREIT,,,,Altareit,,金融,房地产,房地产投资信托,法国,3.1964630483534313e-06,XPAR,EUR,470.00,1.73,14:19 CEST26 Apr 2024,462.00,25 Apr 2024
FR0010481960,FR0010481960-XPAR,Argan,ARG,ARG,B,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Office REITs,EURONEXT:ARG,FR0010481960,argan,fund,584798.8,1795282565.8261,USD,Finance,Real Estate Development,True,EURONEXT,France,EUR,1.07119,17.952825658261,0.00626430626572,0.0003,欧洲,,,,,,,Argan,,金融,房地产,房地产开发,法国,0.0013698311099585,XPAR,EUR,72.80,1.68,15:29 CEST26 Apr 2024,71.60,25 Apr 2024
NL0010832176,NL0010832176-XBRU,argenx,ARGX,ARGX,B,EUR,320,EBR,XBRU,Euronext Brussels,belgium,True,R,,Biotechnology,EURONEXT:ARGX,NL0010832176,argenx,stock,1371544.0,22070846024.802498,USD,Health Technology,Pharmaceuticals: Other,True,EURONEXT,Netherlands,EUR,1.07119,220.70846024802495,0.0146918421736,0.0001,欧洲,True,EURONEXT:ARGX,ARGENX SE,,,argenx,argenx SE,argenx,医药,制药,其他制药,比利时,5.450262694717976e-06,XBRU,EUR,343.40,-0.81,15:33 CEST26 Apr 2024,346.20,25 Apr 2024
NL0015000N33,NL0015000N33-MTAA,ARISTON HOLDING,ARIS,ARIS,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Building: Climate Control,MIL:ARIS,NL0015000N33,ariston,stock,1856232.18,1766313816.393,USD,Producer Manufacturing,Industrial Machinery,True,MIL,Italy,EUR,1.07119,17.66313816393,0.019883773488942,0.0011,欧洲,True,MIL:ARIS,ARISTON HOLDING,,,,ARISTON HOLDING,,制造业,机械,机械加工设备,意大利,0.0216868809919975,MTAA,EUR,4.934,4.58,15:33 CEST26 Apr 2024,4.718,25 Apr 2024
IT0004720733,IT0004720733-MTAA,Alerion Clean Power,ARN,ARN,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Alternative Electricity,MIL:ARN,IT0004720733,alerion,stock,83676.76000000001,995337700.9063,USD,Utilities,Alternative Power Generation,True,MIL,Italy,EUR,1.07119,9.953377009063,0.000896337085444,0.0001,欧洲,True,MIL:ARN,ALERION,,,,Alerion Clean Power,,公用事业,电力,新能源发电,意大利,0.0003375625335641,MTAA,EUR,17.46,1.87,15:25 CEST26 Apr 2024,17.14,25 Apr 2024
FR0012185536,FR0012185536-XPAR,Artea SA,ARTE,ARTE,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Real Estate Holding and Development,EURONEXT:ARTE,FR0012185536,,stock,1806.0,70687915.71299998,USD,Finance,Real Estate Development,True,EURONEXT,France,EUR,1.07119,0.7068791571299998,1.93456914e-05,0.0,欧洲,True,EURONEXT:ARTE,ARTEA,,,,Artea SA,,金融,房地产,房地产开发,法国,0.0001021035755224,XPAR,EUR,12.90,-7.19,14:49 CEST26 Apr 2024,13.90,25 Apr 2024
FR0000076952,FR0000076952-XPAR,Artois,ARTO,ARTO,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Mortgage Finance,EURONEXT:ARTO,FR0000076952,artois-nom,stock,105000.0,1427763732.181,USD,Electronic Technology,Computer Peripherals,True,EURONEXT,France,EUR,1.07119,14.27763732181,0.0011247495,0.0001,欧洲,True,EURONEXT:ARTO,ARTOIS NOM.,,,,Artois,,科技,电子,电脑周边,法国,0.0,,,,,,,
IT0004093263,IT0004093263-MTAA,Ascopiave,ASC,ASC,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Gas Distribution,MIL:ASC,IT0004093263,ascopiave,stock,106867.2,559077855.9221001,USD,Utilities,Gas Distributors,True,MIL,Italy,EUR,1.07119,5.590778559221,0.00114475075968,0.0002,欧洲,True,MIL:ASC,ASCOPIAVE,,,,Ascopiave,,公用事业,燃气,燃气,意大利,7.826623163444104e-05,MTAA,EUR,2.425,0.83,15:22 CEST26 Apr 2024,2.405,25 Apr 2024
BE0003856730,BE0003856730-XBRU,Ascencio,ASC,ASCE,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Retail REITs,EURONEXT:ASCE,BE0003856730,ascencio,fund,106286.4,339270856.0141,USD,Finance,Real Estate Investment Trusts,True,EURONEXT,Belgium,EUR,1.07119,3.392708560141,0.00113852928816,0.0003,欧洲,,,,,,,Ascencio,,金融,房地产,房地产投资信托,比利时,0.0001796928950764,XBRU,EUR,48.35,0.83,15:28 CEST26 Apr 2024,47.95,25 Apr 2024
NL0000334118,NL0000334118-XAMS,ASM,ASM,ASM,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,,Production Technology Equipment,EURONEXT:ASM,NL0000334118,asm-international,stock,92884060.0,30420842308.0732,USD,Producer Manufacturing,Semiconductors,True,EURONEXT,Netherlands,EUR,1.07119,304.208423080732,0.994964762314,0.0033,欧洲,True,EURONEXT:ASM,ASM INTERNATIONAL N.V.,ASM,Semiconductors,ASM,ASM International,ASM,科技,电子,半导体,荷兰,1.066842451405593,XAMS,EUR,619.80,6.57,15:33 CEST26 Apr 2024,581.60,25 Apr 2024
NL0010273215,NL0010273215-XAMS,ASML,ASML,ASML,A,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,CX,Production Technology Equipment,EURONEXT:ASML,NL0010273215,asml,stock,177108040.20000002,351840981787.2879,USD,Electronic Technology,Semiconductors,True,EURONEXT,Netherlands,EUR,1.07119,3518.409817872879,1.8971636158183804,0.0005,欧洲,True,EURONEXT:ASML,ASML Holding,ASML,Semiconductors,ASML,ASML Holding,ASML,科技,电子,半导体,荷兰,0.3236586338594459,XAMS,EUR,854.40,2.69,15:33 CEST26 Apr 2024,833.70,25 Apr 2024
NL0011872643,NL0011872643-XAMS,ASR Nederland,ASRNL,ASRNL,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,,Full Line Insurance,EURONEXT:ASRNL,NL0011872643,asr-nederland,stock,5261160.84,10405757806.9275,USD,Finance,Multi-Line Insurance,True,EURONEXT,Netherlands,EUR,1.07119,104.057578069275,0.056357028801996,0.0005,欧洲,True,EURONEXT:ASRNL,ASR NEDERLAND,,,ASR Nederland,ASR Nederland,,金融,保险,多险种保险,荷兰,0.0012267195323406,XAMS,EUR,46.53,0.45,15:33 CEST26 Apr 2024,46.32,25 Apr 2024
FR0000074148,FR0000074148-XPAR,Assystem,ASY,ASY,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Engineering and Contracting Services,EURONEXT:ASY,FR0000074148,assystem,stock,2470707.0,833558297.0102,USD,Industrial Services,Engineering & Construction,True,EURONEXT,France,EUR,1.07119,8.335582970102001,0.0264659663133,0.0032,欧洲,True,EURONEXT:ASY,ASSYSTEM,,,,Assystem,,制造业,建筑业,建筑工程,法国,0.0179406046974897,XPAR,EUR,54.30,3.04,15:32 CEST26 Apr 2024,52.70,25 Apr 2024
FR0000071946,FR0000071946-XPAR,Alten,ATE,ATE,A,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,CX,Computer Services,EURONEXT:ATE,FR0000071946,alten,stock,8186601.6,4804538819.5115,USD,Industrial Services,Engineering & Construction,True,EURONEXT,France,EUR,1.07119,48.045388195115,0.08769405767904,0.0018,欧洲,True,EURONEXT:ATE,ALTEN,,,,Alten,,制造业,建筑业,建筑工程,法国,0.196218220241107,XPAR,EUR,116.90,-9.31,15:33 CEST26 Apr 2024,128.90,25 Apr 2024
BE0003837540,BE0003837540-XBRU,Atenor,ATEB,ATEB,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Real Estate Holding and Development,EURONEXT:ATEB,BE0003837540,atenor,stock,22635.84,276239361.22319996,USD,Finance,Real Estate Development,True,EURONEXT,Belgium,EUR,1.07119,2.7623936122319996,0.000242472854496,0.0001,欧洲,True,EURONEXT:ATEB,ATENOR,,,,Atenor,,金融,房地产,房地产开发,比利时,0.0001920591690448,XBRU,EUR,6.05,2.02,15:26 CEST26 Apr 2024,5.93,25 Apr 2024
FR0011992700,FR0011992700-XPAR,Ateme SA,ATEME,ATEME,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Software,EURONEXT:ATEME,FR0011992700,ateme-sa,stock,192627.76,83760288.447,USD,Electronic Technology,Telecommunications Equipment,True,EURONEXT,France,EUR,1.07119,0.83760288447,0.002063409302344,0.0025,欧洲,True,EURONEXT:ATEME,ATEME,,,,Ateme SA,,科技,通信,通信设备,法国,0.0206808495806023,XPAR,EUR,5.98,-12.06,14:36 CEST26 Apr 2024,6.80,25 Apr 2024
FR0013455482,FR0013455482-XPAR,Fonciere Atland SA,FATL,ATLD,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Industrial REITs,EURONEXT:ATLD,FR0013455482,atland,fund,892.0,210071625.242,USD,Finance,Real Estate Investment Trusts,True,EURONEXT,France,EUR,1.07119,2.10071625242,9.555014800000002e-06,0.0,欧洲,,,,,,,Fonciere Atland SA,,金融,房地产,房地产投资信托,法国,4.947874151676804e-07,XPAR,EUR,44.60,-0.45,10:32 CEST26 Apr 2024,44.80,25 Apr 2024
FR0000051732,FR0000051732-XPAR,Atos,ATO,ATO,C,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Computer Services,EURONEXT:ATO,FR0000051732,atos,stock,1190406.7175,225884141.4732,USD,Technology Services,Information Technology Services,True,EURONEXT,France,EUR,1.07119,2.2588414147319997,0.0127515177171882,0.0056,欧洲,True,EURONEXT:ATO,ATOS,,,,Atos,,科技,IT技术,信息技术,法国,0.0050269946797724,XPAR,EUR,1.8955,0.26,15:29 CEST26 Apr 2024,1.8905,25 Apr 2024
FR0000063737,FR0000063737-XPAR,Aubay,AUB,AUB,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Computer Services,EURONEXT:AUB,FR0000063737,aubay,stock,709932.0,557262513.9124,USD,Commercial Services,Miscellaneous Commercial Services,True,EURONEXT,France,EUR,1.07119,5.572625139124,0.0076047205908,0.0014,欧洲,True,EURONEXT:AUB,AUBAY,,,,Aubay,,消费,商业服务,综合商业,法国,0.001155020949224,XPAR,EUR,40.20,1.01,15:27 CEST26 Apr 2024,39.80,25 Apr 2024
FR0000061780,FR0000061780-XPAR,Augros Cosmetic Packaging,AUGR,AUGR,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Containers and Packaging,EURONEXT:AUGR,FR0000061780,,stock,476.0,10325443.3366,USD,Process Industries,Containers/Packaging,True,EURONEXT,France,EUR,1.07119,0.103254433366,5.098864400000001e-06,0.0,欧洲,True,EURONEXT:AUGR,AUGROS COSMETICS,,,,Augros Cosmetic Packaging,,制造业,化工,包装,法国,2.037506215613403e-05,,,,,,,
FR0000039232,FR0000039232-XPAR,Aurea,AURE,AURE,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Waste and Disposal Services,EURONEXT:AURE,FR0000039232,aurea,stock,739.04,46915101.9583,USD,Industrial Services,Environmental Services,True,EURONEXT,France,EUR,1.07119,0.469151019583,7.916522576e-06,0.0,欧洲,True,EURONEXT:AURE,AUREA,,,,Aurea,,公用事业,环保,环境工程,法国,5.308409503713733e-07,XPAR,EUR,4.96,0.4,13:56 CEST26 Apr 2024,4.94,25 Apr 2024
IT0000084043,IT0000084043-MTAA,Autostrade Meridionali,AUTME,AUTME,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Transportation Services,,,,,,,,,,,,,,,,,,,,,,,,,Autostrade Meridionali,,,,,,,,,,,,,
IT0005366601,IT0005366601-MTAA,ANTARES VISION,AV,AV,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Electronic Equipment: Control and Filter,MIL:AV,IT0005366601,antares-vision,stock,237362.125,201790161.3385,USD,Electronic Technology,Electronic Equipment/Instruments,True,MIL,Italy,EUR,1.07119,2.017901613385,0.0025425993467875,0.0013,欧洲,True,MIL:AV,ANTARES VISION,,,,ANTARES VISION,,科技,电子,仪器设备,意大利,0.0008160284811892,MTAA,EUR,2.69,1.13,15:28 CEST26 Apr 2024,2.66,25 Apr 2024
IT0005119810,IT0005119810-MTAA,Avio,AVIO,AVIO,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Aerospace,MIL:AVIO,IT0005119810,avio-spa,stock,417650.56000000006,298152016.6349,USD,Electronic Technology,Aerospace & Defense,True,MIL,Italy,EUR,1.07119,2.9815201663489996,0.004473831033664,0.0015,欧洲,True,MIL:AVIO,AVIO,,,,Avio,,制造业,机械,航空航天与国防,意大利,0.0003027730334977,MTAA,EUR,10.88,0.55,15:32 CEST26 Apr 2024,10.82,25 Apr 2024
NL0012047823,NL0012047823-XAMS,Avantium,AVTX,AVTX,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,,Specialty Chemicals,EURONEXT:AVTX,NL0012047823,avantium,stock,365684.41,213243195.8068,USD,Producer Manufacturing,Industrial Machinery,True,EURONEXT,Netherlands,EUR,1.07119,2.132431958068,0.003917174831479,0.0018,欧洲,True,EURONEXT:AVTX,AVANTIUM,,,,Avantium,,制造业,机械,机械加工设备,荷兰,0.0003388190012691,"XAMS, XBRU",EUR,2.52,1.0,15:32 CEST26 Apr 2024,2.495,25 Apr 2024
GB00BQQFX454,GB00BQQFX454-XAMS,Accsys Technologies PLC,AXS,AXS,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,,Building Materials: Other,EURONEXT:AXS,GB00BQQFX454,accsys-technologies-plc,stock,43985.456,168627630.51899996,USD,Process Industries,Industrial Specialties,False,EURONEXT,United Kingdom,EUR,1.07119,1.6862763051899996,0.0004711678061264,0.0003,欧洲,,,,,,,Accsys Technologies PLC,,制造业,化工,特种工业品,荷兰,6.651599315123276e-05,XAMS,EUR,0.659,1.23,15:33 CEST26 Apr 2024,0.651,25 Apr 2024
FR0011040500,FR0011040500-XPAR,Axway Software SA,AXW,AXW,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Software,EURONEXT:AXW,FR0011040500,axway-software-sa,stock,71349.6,579167320.3781999,USD,Technology Services,Packaged Software,True,EURONEXT,United States,EUR,1.07119,5.791673203782,0.00076428978024,0.0001,欧洲,True,EURONEXT:AXW,AXWAY SOFTWARE,,,,Axway Software SA,,科技,IT技术,软件开发,法国,7.87635969644012e-05,XPAR,EUR,24.80,-0.8,15:09 CEST26 Apr 2024,25.00,25 Apr 2024
